Date: 07-16 at 03:27:49, iter: 1, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 1213.42(4) mean: 3552.93, max: 4337.95
Date: 07-16 at 03:28:50, iter: 2, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 970.48(4) mean: 2648.30, max: 3787.70
Date: 07-16 at 03:29:46, iter: 3, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 825.55(6) mean: 1752.01, max: 2731.00
Date: 07-16 at 03:30:42, iter: 4, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 739.33(6) mean: 1089.01, max: 1896.91
Date: 07-16 at 03:31:39, iter: 5, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 738.67(6) mean: 1101.57, max: 1922.72
Date: 07-16 at 03:32:31, iter: 6, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 738.67(6) mean: 915.55, max: 1407.72
Date: 07-16 at 03:33:27, iter: 7, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 737.68(6) mean: 783.42, max: 960.08
Date: 07-16 at 03:34:25, iter: 8, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 734.05(5) mean: 744.12, max: 776.32
Date: 07-16 at 03:35:15, iter: 9, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 727.95(5) mean: 738.01, max: 741.02
Date: 07-16 at 03:36:08, iter: 10, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 727.95(5) mean: 765.39, max: 774.01
Date: 07-16 at 03:37:05, iter: 11, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 727.95(5) mean: 734.53, max: 736.18
Date: 07-16 at 03:37:58, iter: 12, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 727.95(5) mean: 727.95, max: 727.95
Date: 07-16 at 03:38:47, iter: 13, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 727.95(5) mean: 727.95, max: 727.95
Date: 07-16 at 03:39:40, iter: 15, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 727.95(5) mean: 1044.48, max: 1270.50
Date: 07-16 at 03:40:37, iter: 16, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 690.17(4) mean: 833.06, max: 1197.79
Date: 07-16 at 03:41:28, iter: 17, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 628.06(4) mean: 730.09, max: 1086.84
Date: 07-16 at 03:42:18, iter: 18, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 626.40(4) mean: 704.83, max: 932.02
Date: 07-16 at 03:43:10, iter: 19, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 626.40(4) mean: 725.01, max: 964.25
Date: 07-16 at 03:44:04, iter: 20, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 626.40(4) mean: 677.54, max: 814.82
Date: 07-16 at 03:44:55, iter: 21, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 626.40(4) mean: 681.01, max: 799.94
Date: 07-16 at 03:45:47, iter: 22, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 626.40(4) mean: 673.99, max: 766.34
Date: 07-16 at 03:46:48, iter: 24, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 626.40(4) mean: 881.31, max: 1438.22
Date: 07-16 at 03:47:40, iter: 25, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 626.40(4) mean: 713.16, max: 851.29
Date: 07-16 at 03:48:30, iter: 26, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 626.40(4) mean: 719.14, max: 861.29
Date: 07-16 at 03:49:24, iter: 27, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 626.40(4) mean: 687.63, max: 844.07
Date: 07-16 at 03:50:36, iter: 29, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 626.40(4) mean: 829.85, max: 1129.58
Date: 07-16 at 03:51:27, iter: 30, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 626.40(4) mean: 744.15, max: 943.60
Date: 07-16 at 03:52:20, iter: 31, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 615.93(4) mean: 646.80, max: 812.11
Date: 07-16 at 03:53:14, iter: 32, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 615.93(4) mean: 677.16, max: 844.83
Date: 07-16 at 03:54:06, iter: 33, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 615.93(4) mean: 631.29, max: 655.77
Date: 07-16 at 03:54:58, iter: 34, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 615.52(4) mean: 615.63, max: 615.93
Date: 07-16 at 03:55:50, iter: 35, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 615.52(4) mean: 615.60, max: 615.93
Date: 07-16 at 03:56:41, iter: 36, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 615.52(4) mean: 615.52, max: 615.52
Date: 07-16 at 03:57:31, iter: 37, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 615.52(4) mean: 615.52, max: 615.52
Date: 07-16 at 03:58:23, iter: 38, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 615.52(4) mean: 615.52, max: 615.52
Date: 07-16 at 03:59:21, iter: 40, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 615.52(4) mean: 622.54, max: 680.86
Date: 07-16 at 04:00:12, iter: 41, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 613.33, max: 638.25
Date: 07-16 at 04:01:01, iter: 42, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 613.33, max: 638.25
Date: 07-16 at 04:01:53, iter: 43, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 613.33, max: 638.25
Date: 07-16 at 04:02:44, iter: 44, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 613.33, max: 638.25
Date: 07-16 at 04:03:36, iter: 45, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 612.27, max: 619.83
Date: 07-16 at 04:04:33, iter: 47, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 642.39, max: 833.43
Date: 07-16 at 04:05:23, iter: 48, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 616.20, max: 638.90
Date: 07-16 at 04:06:17, iter: 49, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 612.30, max: 619.83
Date: 07-16 at 04:07:11, iter: 50, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 611.87, max: 615.93
Date: 07-16 at 04:08:34, iter: 52, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 612.66, max: 628.15
Date: 07-16 at 04:09:23, iter: 53, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 610.02, max: 615.52
Date: 07-16 at 04:10:16, iter: 54, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 610.02, max: 615.52
Date: 07-16 at 04:11:10, iter: 55, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 610.18, max: 616.57
Date: 07-16 at 04:12:19, iter: 57, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 614.84, max: 640.42
Date: 07-16 at 04:13:06, iter: 58, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 588.49, max: 588.49
Date: 07-16 at 04:13:56, iter: 59, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 588.49, max: 588.49
Date: 07-16 at 04:14:49, iter: 60, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 588.49, max: 588.49
Date: 07-16 at 04:17:18, iter: 62, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 626.65, max: 779.12
Date: 07-16 at 04:18:07, iter: 63, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 597.38, max: 640.77
Date: 07-16 at 04:18:59, iter: 64, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 588.49, max: 588.49
Date: 07-16 at 04:19:52, iter: 65, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 588.49, max: 588.49
Date: 07-16 at 04:22:50, iter: 67, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 602.71, max: 662.78
Date: 07-16 at 04:23:38, iter: 68, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 588.49, max: 588.49
Date: 07-16 at 04:24:30, iter: 69, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 588.49, max: 588.49
Date: 07-16 at 04:25:23, iter: 70, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 588.49, max: 588.49
Date: 07-16 at 04:27:45, iter: 72, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 606.38, max: 662.78
Date: 07-16 at 04:28:34, iter: 73, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 588.49, max: 588.49
Date: 07-16 at 04:29:23, iter: 74, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 588.49, max: 588.49
Date: 07-16 at 04:30:15, iter: 75, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 588.49, max: 588.49
Date: 07-16 at 04:32:48, iter: 77, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 635.84, max: 845.73
Date: 07-16 at 04:33:38, iter: 78, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 614.09, max: 798.35
Date: 07-16 at 04:34:27, iter: 79, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 589.98, max: 610.84
Date: 07-16 at 04:35:19, iter: 80, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 589.31, max: 600.82
Date: 07-16 at 04:38:16, iter: 82, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 605.50, max: 662.78
Date: 07-16 at 04:39:06, iter: 83, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 592.03, max: 606.16
Date: 07-16 at 04:39:54, iter: 84, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 588.49, max: 588.49
