Date: 07-15 at 17:31:19, iter: 1, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 1021.20(4) mean: 3535.26, max: 4337.95
Date: 07-15 at 17:32:18, iter: 2, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 915.64(4) mean: 2033.09, max: 2936.57
Date: 07-15 at 17:33:13, iter: 3, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 900.86(4) mean: 1703.55, max: 2353.99
Date: 07-15 at 17:34:05, iter: 4, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 896.57(4) mean: 1634.19, max: 2209.13
Date: 07-15 at 17:35:04, iter: 5, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 894.77(4) mean: 1019.98, max: 1181.12
Date: 07-15 at 17:35:57, iter: 6, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 894.77(4) mean: 1012.84, max: 1148.72
Date: 07-15 at 17:36:51, iter: 7, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 894.77(4) mean: 1003.04, max: 1125.02
Date: 07-15 at 17:37:49, iter: 8, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 894.77(4) mean: 958.40, max: 1065.45
Date: 07-15 at 17:38:41, iter: 9, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 892.01(4) mean: 895.78, max: 907.28
Date: 07-15 at 17:39:32, iter: 10, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 892.01(4) mean: 894.75, max: 907.28
Date: 07-15 at 17:40:25, iter: 11, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 892.01(4) mean: 894.75, max: 907.28
Date: 07-15 at 17:41:21, iter: 12, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 892.01(4) mean: 893.89, max: 894.36
Date: 07-15 at 17:42:10, iter: 13, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 892.01(4) mean: 893.89, max: 894.36
Date: 07-15 at 17:43:56, iter: 15, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 892.01(4) mean: 930.53, max: 1443.90
Date: 07-15 at 17:44:47, iter: 16, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 892.01(4) mean: 940.07, max: 1077.74
Date: 07-15 at 17:45:40, iter: 17, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 892.01(4) mean: 892.84, max: 899.81
Date: 07-15 at 17:46:30, iter: 18, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 892.01(4) mean: 901.50, max: 939.47
Date: 07-15 at 17:48:46, iter: 20, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49 best obj: 892.01(4) mean: 916.57, max: 1087.58
