Date: 12-10 at 01:47:32, #particle: 15, iter: 1, fix: false, local: false, cut car: false, new generate: false, Khoo: 1461.23, best obj: 1792.92(17), mean: 2800.11, max: 3597.25
Date: 12-10 at 01:48:20, #particle: 15, iter: 2, fix: false, local: false, cut car: false, new generate: false, Khoo: 1461.23, best obj: 1752.07(17), mean: 2838.18, max: 3602.41
Date: 12-10 at 01:49:13, #particle: 15, iter: 3, fix: false, local: false, cut car: false, new generate: false, Khoo: 1461.23, best obj: 1710.38(16), mean: 2839.95, max: 3607.84
Date: 12-10 at 01:50:10, #particle: 15, iter: 4, fix: false, local: false, cut car: false, new generate: false, Khoo: 1461.23, best obj: 1709.40(16), mean: 2784.48, max: 3628.50
Date: 12-10 at 01:51:05, #particle: 15, iter: 5, fix: false, local: false, cut car: false, new generate: false, Khoo: 1461.23, best obj: 1709.40(16), mean: 2751.44, max: 3631.42
Date: 12-10 at 01:52:09, #particle: 15, iter: 6, fix: false, local: false, cut car: false, new generate: false, Khoo: 1461.23, best obj: 1709.40(16), mean: 1862.64, max: 2021.44
Date: 12-10 at 01:52:57, #particle: 15, iter: 7, fix: false, local: false, cut car: false, new generate: false, Khoo: 1461.23, best obj: 1709.40(16), mean: 1912.03, max: 2087.58
Date: 12-10 at 01:53:54, #particle: 15, iter: 8, fix: false, local: false, cut car: false, new generate: false, Khoo: 1461.23, best obj: 1652.93(18), mean: 1741.67, max: 1840.91
Date: 12-10 at 01:54:45, #particle: 15, iter: 9, fix: false, local: false, cut car: false, new generate: false, Khoo: 1461.23, best obj: 1651.55(18), mean: 1768.12, max: 1868.19
Date: 12-10 at 01:55:36, #particle: 15, iter: 10, fix: false, local: false, cut car: false, new generate: false, Khoo: 1461.23, best obj: 1651.55(18), mean: 1834.05, max: 1937.89
Date: 12-10 at 01:56:29, #particle: 15, iter: 11, fix: false, local: false, cut car: false, new generate: false, Khoo: 1461.23, best obj: 1651.55(18), mean: 1851.69, max: 1981.53
Date: 12-10 at 01:57:26, #particle: 15, iter: 12, fix: false, local: false, cut car: false, new generate: false, Khoo: 1461.23, best obj: 1591.32(17), mean: 1712.85, max: 1834.31
Date: 12-10 at 01:58:24, #particle: 15, iter: 13, fix: false, local: false, cut car: false, new generate: false, Khoo: 1461.23, best obj: 1575.38(17), mean: 1679.73, max: 1769.75
Date: 12-10 at 01:59:18, #particle: 15, iter: 14, fix: false, local: false, cut car: false, new generate: false, Khoo: 1461.23, best obj: 1575.28(16), mean: 1687.52, max: 1806.01
Date: 12-10 at 02:00:14, #particle: 15, iter: 15, fix: false, local: false, cut car: false, new generate: false, Khoo: 1461.23, best obj: 1575.28(16), mean: 1676.60, max: 1768.13
Date: 12-10 at 02:01:10, #particle: 15, iter: 16, fix: false, local: false, cut car: false, new generate: false, Khoo: 1461.23, best obj: 1575.28(16), mean: 1677.29, max: 1773.66
Date: 12-10 at 02:02:06, #particle: 15, iter: 17, fix: false, local: false, cut car: false, new generate: false, Khoo: 1461.23, best obj: 1575.28(16), mean: 1672.14, max: 1758.83
Date: 12-10 at 02:02:57, #particle: 15, iter: 18, fix: false, local: false, cut car: false, new generate: false, Khoo: 1461.23, best obj: 1575.28(16), mean: 1693.23, max: 1844.51
Date: 12-10 at 02:03:46, #particle: 15, iter: 19, fix: false, local: false, cut car: false, new generate: false, Khoo: 1461.23, best obj: 1575.28(16), mean: 1718.27, max: 1874.37
Date: 12-10 at 02:04:48, #particle: 15, iter: 20, fix: false, local: false, cut car: false, new generate: false, Khoo: 1461.23, best obj: 1575.28(16), mean: 1682.97, max: 1780.30
Date: 12-10 at 02:05:39, #particle: 15, iter: 21, fix: false, local: false, cut car: false, new generate: false, Khoo: 1461.23, best obj: 1575.28(16), mean: 1695.83, max: 1788.99
Date: 12-10 at 02:06:35, #particle: 15, iter: 22, fix: false, local: false, cut car: false, new generate: false, Khoo: 1461.23, best obj: 1575.28(16), mean: 1674.52, max: 1766.80
Date: 12-10 at 02:07:31, #particle: 15, iter: 23, fix: false, local: false, cut car: false, new generate: false, Khoo: 1461.23, best obj: 1575.28(16), mean: 1675.78, max: 1770.46
Date: 12-10 at 02:08:28, #particle: 15, iter: 24, fix: false, local: false, cut car: false, new generate: false, Khoo: 1461.23, best obj: 1575.28(16), mean: 1665.83, max: 1788.10
