Date: 07-12 at 18:02:52, iter: 1, fix: false, local: false, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1732.88(17) mean: 2617.26, max: 3494.98
Date: 07-12 at 18:03:42, iter: 2, fix: false, local: false, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1666.39(17) mean: 2380.14, max: 3487.81
Date: 07-12 at 18:04:35, iter: 3, fix: false, local: false, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1657.61(17) mean: 2353.80, max: 3502.31
Date: 07-12 at 18:05:26, iter: 4, fix: false, local: false, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1632.53(17) mean: 2199.60, max: 2875.14
Date: 07-12 at 18:06:18, iter: 5, fix: false, local: false, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1629.03(17) mean: 2150.99, max: 2949.53
Date: 07-12 at 18:07:15, iter: 6, fix: false, local: false, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1629.03(17) mean: 2121.51, max: 2957.75
Date: 07-12 at 18:08:16, iter: 7, fix: false, local: false, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1629.03(17) mean: 1775.06, max: 1960.73
Date: 07-12 at 18:09:07, iter: 8, fix: false, local: false, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1629.03(17) mean: 1786.50, max: 1919.34
Date: 07-12 at 18:09:57, iter: 9, fix: false, local: false, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1629.03(17) mean: 1806.43, max: 1969.02
Date: 07-12 at 18:10:51, iter: 10, fix: false, local: false, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1629.03(17) mean: 1764.80, max: 1908.77
Date: 07-12 at 18:11:47, iter: 11, fix: false, local: false, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1587.19(18) mean: 1725.23, max: 1850.40
Date: 07-12 at 18:12:43, iter: 12, fix: false, local: false, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1557.65(17) mean: 1747.63, max: 1882.50
Date: 07-12 at 18:13:30, iter: 13, fix: false, local: false, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1557.64(16) mean: 1805.09, max: 1936.97
Date: 07-12 at 18:14:19, iter: 14, fix: false, local: false, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1557.64(16) mean: 1808.30, max: 1993.65
Date: 07-12 at 18:15:21, iter: 15, fix: false, local: false, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1557.64(16) mean: 1712.53, max: 1851.77
