Date: 12-23 at 18:04:42, #particle: 15, iter: 1, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94, best obj: 1432.92(13), mean: 3606.50, max: 4055.38
Date: 12-23 at 18:05:37, #particle: 15, iter: 2, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94, best obj: 1276.26(13), mean: 3309.42, max: 3951.84
Date: 12-23 at 18:06:35, #particle: 15, iter: 3, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94, best obj: 1214.38(12), mean: 3148.17, max: 3740.69
Date: 12-23 at 18:07:36, #particle: 15, iter: 4, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94, best obj: 1175.26(12), mean: 2762.52, max: 3456.66
Date: 12-23 at 18:08:41, #particle: 15, iter: 5, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94, best obj: 1165.49(12), mean: 1298.90, max: 1459.72
Date: 12-23 at 18:09:41, #particle: 15, iter: 6, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94, best obj: 1074.33(14), mean: 1287.43, max: 1490.65
Date: 12-23 at 18:10:39, #particle: 15, iter: 7, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94, best obj: 1013.44(13), mean: 1301.98, max: 1519.03
Date: 12-23 at 18:11:34, #particle: 15, iter: 8, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94, best obj: 1000.06(13), mean: 1307.69, max: 1548.39
Date: 12-23 at 18:12:39, #particle: 15, iter: 9, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94, best obj: 996.81(13), mean: 1148.79, max: 1274.75
Date: 12-23 at 18:13:34, #particle: 15, iter: 10, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94, best obj: 984.44(13), mean: 1141.84, max: 1283.05
Date: 12-23 at 18:14:32, #particle: 15, iter: 11, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94, best obj: 984.43(13), mean: 1119.48, max: 1305.29
Date: 12-23 at 18:15:32, #particle: 15, iter: 12, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94, best obj: 984.43(13), mean: 1140.91, max: 1335.41
Date: 12-23 at 18:16:29, #particle: 15, iter: 13, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94, best obj: 984.43(13), mean: 1108.25, max: 1334.82
Date: 12-23 at 18:17:31, #particle: 15, iter: 14, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94, best obj: 952.09(13), mean: 1013.99, max: 1133.76
Date: 12-23 at 18:18:28, #particle: 15, iter: 15, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94, best obj: 920.91(12), mean: 1049.82, max: 1170.38
Date: 12-23 at 18:19:26, #particle: 15, iter: 16, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94, best obj: 920.91(12), mean: 999.19, max: 1113.48
Date: 12-23 at 18:20:24, #particle: 15, iter: 17, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94, best obj: 920.91(12), mean: 1006.17, max: 1136.84
Date: 12-23 at 18:21:24, #particle: 15, iter: 18, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94, best obj: 920.91(12), mean: 984.63, max: 1094.48
Date: 12-23 at 18:22:21, #particle: 15, iter: 19, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94, best obj: 920.91(12), mean: 980.23, max: 1056.10
Date: 12-23 at 18:23:20, #particle: 15, iter: 21, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94, best obj: 920.91(12), mean: 1259.67, max: 1829.21
Date: 12-23 at 18:24:19, #particle: 15, iter: 22, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94, best obj: 920.91(12), mean: 1147.48, max: 1642.62
Date: 12-23 at 18:25:14, #particle: 15, iter: 23, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94, best obj: 920.91(12), mean: 1022.14, max: 1175.08
Date: 12-23 at 18:26:10, #particle: 15, iter: 24, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94, best obj: 918.22(12), mean: 1000.74, max: 1175.99
Date: 12-23 at 18:27:08, #particle: 15, iter: 25, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94, best obj: 874.76(11), mean: 913.70, max: 1025.20
Date: 12-23 at 18:28:03, #particle: 15, iter: 26, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94, best obj: 874.76(11), mean: 904.40, max: 979.20
Date: 12-23 at 18:29:01, #particle: 15, iter: 27, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94, best obj: 874.76(11), mean: 898.25, max: 978.82
Date: 12-23 at 18:29:57, #particle: 15, iter: 28, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94, best obj: 874.76(11), mean: 936.89, max: 992.06
Date: 12-23 at 18:30:54, #particle: 15, iter: 29, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94, best obj: 874.76(11), mean: 917.11, max: 969.71
Date: 12-23 at 18:31:53, #particle: 15, iter: 31, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94, best obj: 874.76(11), mean: 971.17, max: 1342.68
Date: 12-23 at 18:32:51, #particle: 15, iter: 32, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94, best obj: 874.76(11), mean: 954.13, max: 1291.51
Date: 12-23 at 18:33:44, #particle: 15, iter: 33, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94, best obj: 874.76(11), mean: 917.38, max: 1201.74
Date: 12-23 at 18:34:39, #particle: 15, iter: 34, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94, best obj: 874.76(11), mean: 896.29, max: 974.56
Date: 12-23 at 18:35:38, #particle: 15, iter: 36, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94, best obj: 874.76(11), mean: 914.96, max: 1026.96
Date: 12-23 at 18:36:35, #particle: 15, iter: 37, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94, best obj: 874.76(11), mean: 913.28, max: 1015.33
