Date: 07-22 at 20:08:46, #particle: 35, iter: 1, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48, best obj: 1587.13(7), mean: 2923.32, max: 3801.57
Date: 07-22 at 20:10:29, #particle: 35, iter: 2, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48, best obj: 1384.77(7), mean: 2392.56, max: 3524.41
Date: 07-22 at 20:12:04, #particle: 35, iter: 3, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48, best obj: 1316.25(12), mean: 1790.37, max: 3070.61
Date: 07-22 at 20:14:00, #particle: 35, iter: 4, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48, best obj: 1290.98(12), mean: 1731.26, max: 3071.58
Date: 07-22 at 20:15:51, #particle: 35, iter: 5, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48, best obj: 1282.66(12), mean: 1746.74, max: 2901.96
Date: 07-22 at 20:17:35, #particle: 35, iter: 6, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48, best obj: 1272.71(11), mean: 1642.86, max: 2316.26
Date: 07-22 at 20:19:25, #particle: 35, iter: 7, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48, best obj: 1256.60(11), mean: 1556.45, max: 2094.08
Date: 07-22 at 20:21:09, #particle: 35, iter: 8, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48, best obj: 1254.91(11), mean: 1565.89, max: 2017.21
Date: 07-22 at 20:22:57, #particle: 35, iter: 9, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48, best obj: 1254.91(11), mean: 1417.13, max: 1797.84
Date: 07-22 at 20:25:01, #particle: 35, iter: 10, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48, best obj: 1249.24(11), mean: 1345.44, max: 1736.97
Date: 07-22 at 20:27:04, #particle: 35, iter: 11, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48, best obj: 1249.24(11), mean: 1310.44, max: 1519.81
Date: 07-22 at 20:28:49, #particle: 35, iter: 12, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48, best obj: 1249.24(11), mean: 1294.05, max: 1444.91
Date: 07-22 at 20:30:50, #particle: 35, iter: 13, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48, best obj: 1242.65(11), mean: 1265.47, max: 1379.11
Date: 07-22 at 20:32:29, #particle: 35, iter: 14, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48, best obj: 1242.65(11), mean: 1277.94, max: 1391.49
Date: 07-22 at 20:34:23, #particle: 35, iter: 15, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48, best obj: 1237.85(10), mean: 1257.53, max: 1425.63
