Date: 07-23 at 13:52:49, #particle: 10, iter: 1, fix: false, local: true, cut car: false, new generate: true, Khoo: 1034.35, best obj: 1325.14(12), mean: 2641.14, max: 3565.86
Date: 07-23 at 13:53:27, #particle: 10, iter: 2, fix: false, local: true, cut car: false, new generate: true, Khoo: 1034.35, best obj: 1258.72(12), mean: 2553.69, max: 3385.54
Date: 07-23 at 13:54:04, #particle: 10, iter: 3, fix: false, local: true, cut car: false, new generate: true, Khoo: 1034.35, best obj: 1205.53(11), mean: 2241.20, max: 3016.01
Date: 07-23 at 13:54:40, #particle: 10, iter: 4, fix: false, local: true, cut car: false, new generate: true, Khoo: 1034.35, best obj: 1168.14(11), mean: 2208.52, max: 2930.04
Date: 07-23 at 13:55:18, #particle: 10, iter: 5, fix: false, local: true, cut car: false, new generate: true, Khoo: 1034.35, best obj: 1166.38(11), mean: 1976.79, max: 2727.20
Date: 07-23 at 13:55:55, #particle: 10, iter: 6, fix: false, local: true, cut car: false, new generate: true, Khoo: 1034.35, best obj: 1161.95(10), mean: 1830.44, max: 2742.53
Date: 07-23 at 13:56:33, #particle: 10, iter: 7, fix: false, local: true, cut car: false, new generate: true, Khoo: 1034.35, best obj: 1161.95(10), mean: 1764.84, max: 2596.88
Date: 07-23 at 13:57:09, #particle: 10, iter: 8, fix: false, local: true, cut car: false, new generate: true, Khoo: 1034.35, best obj: 1161.95(10), mean: 1263.35, max: 1345.28
Date: 07-23 at 13:57:47, #particle: 10, iter: 9, fix: false, local: true, cut car: false, new generate: true, Khoo: 1034.35, best obj: 1161.95(10), mean: 1261.06, max: 1399.37
Date: 07-23 at 13:58:24, #particle: 10, iter: 10, fix: false, local: true, cut car: false, new generate: true, Khoo: 1034.35, best obj: 1161.95(10), mean: 1283.51, max: 1441.29
Date: 07-23 at 13:59:02, #particle: 10, iter: 11, fix: false, local: true, cut car: false, new generate: true, Khoo: 1034.35, best obj: 1161.95(10), mean: 1331.15, max: 1492.94
Date: 07-23 at 13:59:38, #particle: 10, iter: 12, fix: false, local: true, cut car: false, new generate: true, Khoo: 1034.35, best obj: 1161.95(10), mean: 1220.08, max: 1274.00
Date: 07-23 at 14:00:15, #particle: 10, iter: 13, fix: false, local: true, cut car: false, new generate: true, Khoo: 1034.35, best obj: 1161.95(10), mean: 1219.97, max: 1283.72
Date: 07-23 at 14:00:57, #particle: 10, iter: 14, fix: false, local: true, cut car: false, new generate: true, Khoo: 1034.35, best obj: 1161.95(10), mean: 1198.86, max: 1306.20
Date: 07-23 at 14:01:34, #particle: 10, iter: 15, fix: false, local: true, cut car: false, new generate: true, Khoo: 1034.35, best obj: 1161.95(10), mean: 1244.88, max: 1290.16
Date: 07-23 at 14:02:12, #particle: 10, iter: 16, fix: false, local: true, cut car: false, new generate: true, Khoo: 1034.35, best obj: 1161.95(10), mean: 1286.52, max: 1328.10
Date: 07-23 at 14:02:51, #particle: 10, iter: 17, fix: false, local: true, cut car: false, new generate: true, Khoo: 1034.35, best obj: 1161.95(10), mean: 1218.96, max: 1245.58
Date: 07-23 at 14:03:30, #particle: 10, iter: 18, fix: false, local: true, cut car: false, new generate: true, Khoo: 1034.35, best obj: 1161.95(10), mean: 1254.21, max: 1294.19
Date: 07-23 at 14:04:08, #particle: 10, iter: 19, fix: false, local: true, cut car: false, new generate: true, Khoo: 1034.35, best obj: 1161.95(10), mean: 1232.53, max: 1330.16
Date: 07-23 at 14:04:45, #particle: 10, iter: 20, fix: false, local: true, cut car: false, new generate: true, Khoo: 1034.35, best obj: 1155.41(11), mean: 1197.36, max: 1252.73
Date: 07-23 at 14:05:20, #particle: 10, iter: 21, fix: false, local: true, cut car: false, new generate: true, Khoo: 1034.35, best obj: 1135.14(10), mean: 1220.78, max: 1287.29
Date: 07-23 at 14:06:00, #particle: 10, iter: 22, fix: false, local: true, cut car: false, new generate: true, Khoo: 1034.35, best obj: 1135.14(10), mean: 1190.81, max: 1285.95
Date: 07-23 at 14:06:37, #particle: 10, iter: 23, fix: false, local: true, cut car: false, new generate: true, Khoo: 1034.35, best obj: 1135.14(10), mean: 1166.29, max: 1197.36
Date: 07-23 at 14:07:14, #particle: 10, iter: 24, fix: false, local: true, cut car: false, new generate: true, Khoo: 1034.35, best obj: 1135.14(10), mean: 1183.66, max: 1257.13
Date: 07-23 at 14:07:55, #particle: 10, iter: 25, fix: false, local: true, cut car: false, new generate: true, Khoo: 1034.35, best obj: 1135.14(10), mean: 1167.35, max: 1195.06
