Date: 07-09 at 17:20:44, iter: 1, fix: false, local: false, cut car: false, new generate: false, Khoo: 926.82 best obj: 1315.34(10) mean: 1957.99, max: 3654.29
Date: 07-09 at 17:21:23, iter: 2, fix: false, local: false, cut car: false, new generate: false, Khoo: 926.82 best obj: 1198.52(10) mean: 1904.08, max: 3397.46
Date: 07-09 at 17:22:03, iter: 3, fix: false, local: false, cut car: false, new generate: false, Khoo: 926.82 best obj: 1190.10(10) mean: 1906.67, max: 3337.35
Date: 07-09 at 17:22:46, iter: 4, fix: false, local: false, cut car: false, new generate: false, Khoo: 926.82 best obj: 1185.25(10) mean: 1826.71, max: 3162.73
Date: 07-09 at 17:23:30, iter: 5, fix: false, local: false, cut car: false, new generate: false, Khoo: 926.82 best obj: 1185.17(10) mean: 1797.15, max: 2941.95
Date: 07-09 at 17:24:11, iter: 6, fix: false, local: false, cut car: false, new generate: false, Khoo: 926.82 best obj: 1185.17(10) mean: 1582.55, max: 2524.50
Date: 07-09 at 17:24:59, iter: 7, fix: false, local: false, cut car: false, new generate: false, Khoo: 926.82 best obj: 1171.36(10) mean: 1237.79, max: 1332.85
Date: 07-09 at 17:25:39, iter: 8, fix: false, local: false, cut car: false, new generate: false, Khoo: 926.82 best obj: 1137.53(10) mean: 1291.62, max: 1393.04
Date: 07-09 at 17:26:18, iter: 9, fix: false, local: false, cut car: false, new generate: false, Khoo: 926.82 best obj: 1137.44(10) mean: 1299.41, max: 1392.49
Date: 07-09 at 17:26:59, iter: 10, fix: false, local: false, cut car: false, new generate: false, Khoo: 926.82 best obj: 1137.44(10) mean: 1353.96, max: 1450.93
Date: 07-09 at 17:27:43, iter: 11, fix: false, local: false, cut car: false, new generate: false, Khoo: 926.82 best obj: 1137.44(10) mean: 1415.09, max: 1529.52
Date: 07-09 at 17:28:29, iter: 12, fix: false, local: false, cut car: false, new generate: false, Khoo: 926.82 best obj: 1137.44(10) mean: 1272.58, max: 1538.07
Date: 07-09 at 17:29:13, iter: 13, fix: false, local: false, cut car: false, new generate: false, Khoo: 926.82 best obj: 1125.89(10) mean: 1196.22, max: 1315.96
Date: 07-09 at 17:29:58, iter: 14, fix: false, local: false, cut car: false, new generate: false, Khoo: 926.82 best obj: 1125.28(10) mean: 1223.54, max: 1310.99
Date: 07-09 at 17:30:42, iter: 15, fix: false, local: false, cut car: false, new generate: false, Khoo: 926.82 best obj: 1122.72(10) mean: 1182.78, max: 1234.93
Date: 07-09 at 17:31:26, iter: 16, fix: false, local: false, cut car: false, new generate: false, Khoo: 926.82 best obj: 1122.72(10) mean: 1205.97, max: 1299.23
Date: 07-09 at 17:32:08, iter: 17, fix: false, local: false, cut car: false, new generate: false, Khoo: 926.82 best obj: 1122.72(10) mean: 1225.75, max: 1341.85
Date: 07-09 at 17:32:52, iter: 18, fix: false, local: false, cut car: false, new generate: false, Khoo: 926.82 best obj: 1122.72(10) mean: 1173.84, max: 1273.11
Date: 07-09 at 17:33:38, iter: 19, fix: false, local: false, cut car: false, new generate: false, Khoo: 926.82 best obj: 1122.72(10) mean: 1169.47, max: 1324.31
Date: 07-09 at 17:34:18, iter: 20, fix: false, local: false, cut car: false, new generate: false, Khoo: 926.82 best obj: 1122.72(10) mean: 1193.86, max: 1278.56
Date: 07-09 at 17:35:00, iter: 21, fix: false, local: false, cut car: false, new generate: false, Khoo: 926.82 best obj: 1122.72(10) mean: 1194.64, max: 1287.90
Date: 07-09 at 17:35:47, iter: 22, fix: false, local: false, cut car: false, new generate: false, Khoo: 926.82 best obj: 1122.72(10) mean: 1165.89, max: 1220.26
Date: 07-09 at 17:36:26, iter: 23, fix: false, local: false, cut car: false, new generate: false, Khoo: 926.82 best obj: 1121.47(10) mean: 1183.85, max: 1276.25
Date: 07-09 at 17:37:09, iter: 24, fix: false, local: false, cut car: false, new generate: false, Khoo: 926.82 best obj: 1119.67(10) mean: 1191.45, max: 1328.96
Date: 07-09 at 17:37:55, iter: 25, fix: false, local: false, cut car: false, new generate: false, Khoo: 926.82 best obj: 1119.67(10) mean: 1180.56, max: 1304.97
Date: 07-09 at 17:38:37, iter: 26, fix: false, local: false, cut car: false, new generate: false, Khoo: 926.82 best obj: 1119.26(10) mean: 1162.18, max: 1302.22
