Date: 01-21 at 05:02:42, #particle: 15, iter: 1, fix: false, local: true, cut car: false, new generate: true, Khoo: 1239.37, best obj: 1439.78(17), mean: 2212.28, max: 2565.59
Date: 01-21 at 05:03:43, #particle: 15, iter: 2, fix: false, local: true, cut car: false, new generate: true, Khoo: 1239.37, best obj: 1387.49(16), mean: 2186.49, max: 2500.48
Date: 01-21 at 05:04:45, #particle: 15, iter: 3, fix: false, local: true, cut car: false, new generate: true, Khoo: 1239.37, best obj: 1373.16(16), mean: 1823.53, max: 2461.07
Date: 01-21 at 05:05:49, #particle: 15, iter: 4, fix: false, local: true, cut car: false, new generate: true, Khoo: 1239.37, best obj: 1362.23(16), mean: 1791.06, max: 2432.00
Date: 01-21 at 05:06:52, #particle: 15, iter: 5, fix: false, local: true, cut car: false, new generate: true, Khoo: 1239.37, best obj: 1362.23(16), mean: 1728.65, max: 2365.18
Date: 01-21 at 05:08:00, #particle: 15, iter: 6, fix: false, local: true, cut car: false, new generate: true, Khoo: 1239.37, best obj: 1362.23(16), mean: 1438.31, max: 1545.01
Date: 01-21 at 05:09:00, #particle: 15, iter: 7, fix: false, local: true, cut car: false, new generate: true, Khoo: 1239.37, best obj: 1362.23(16), mean: 1495.12, max: 1610.55
Date: 01-21 at 05:10:02, #particle: 15, iter: 8, fix: false, local: true, cut car: false, new generate: true, Khoo: 1239.37, best obj: 1362.23(16), mean: 1466.28, max: 1663.71
Date: 01-21 at 05:11:04, #particle: 15, iter: 10, fix: false, local: true, cut car: false, new generate: true, Khoo: 1239.37, best obj: 1362.23(16), mean: 2375.90, max: 2724.94
Date: 01-21 at 05:12:10, #particle: 15, iter: 11, fix: false, local: true, cut car: false, new generate: true, Khoo: 1239.37, best obj: 1362.23(16), mean: 1519.18, max: 1598.68
Date: 01-21 at 05:13:12, #particle: 15, iter: 12, fix: false, local: true, cut car: false, new generate: true, Khoo: 1239.37, best obj: 1362.23(16), mean: 1504.75, max: 1632.35
Date: 01-21 at 05:14:14, #particle: 15, iter: 13, fix: false, local: true, cut car: false, new generate: true, Khoo: 1239.37, best obj: 1362.23(16), mean: 1526.16, max: 1676.39
Date: 01-21 at 05:15:16, #particle: 15, iter: 15, fix: false, local: true, cut car: false, new generate: true, Khoo: 1239.37, best obj: 1362.23(16), mean: 2268.29, max: 2660.40
Date: 01-21 at 05:16:21, #particle: 15, iter: 16, fix: false, local: true, cut car: false, new generate: true, Khoo: 1239.37, best obj: 1362.23(16), mean: 1493.94, max: 1574.99
