Date: 07-18 at 21:17:27, iter: 1, fix: false, local: false, cut car: true, new generate: true, Khoo: 588.29 best obj: 1075.74(11) mean: 2475.60, max: 4163.25
Date: 07-18 at 21:18:08, iter: 2, fix: false, local: false, cut car: true, new generate: true, Khoo: 588.29 best obj: 891.75(9) mean: 2249.47, max: 4026.31
Date: 07-18 at 21:18:52, iter: 3, fix: false, local: false, cut car: true, new generate: true, Khoo: 588.29 best obj: 836.70(9) mean: 1477.50, max: 3231.53
Date: 07-18 at 21:19:35, iter: 4, fix: false, local: false, cut car: true, new generate: true, Khoo: 588.29 best obj: 799.94(8) mean: 1487.23, max: 3262.90
Date: 07-18 at 21:20:17, iter: 5, fix: false, local: false, cut car: true, new generate: true, Khoo: 588.29 best obj: 798.42(8) mean: 1209.68, max: 2616.30
Date: 07-18 at 21:21:01, iter: 6, fix: false, local: false, cut car: true, new generate: true, Khoo: 588.29 best obj: 769.72(7) mean: 916.70, max: 1816.56
Date: 07-18 at 21:21:44, iter: 7, fix: false, local: false, cut car: true, new generate: true, Khoo: 588.29 best obj: 769.72(7) mean: 951.93, max: 1795.16
Date: 07-18 at 21:22:24, iter: 8, fix: false, local: false, cut car: true, new generate: true, Khoo: 588.29 best obj: 769.72(7) mean: 899.87, max: 1033.58
Date: 07-18 at 21:23:08, iter: 9, fix: false, local: false, cut car: true, new generate: true, Khoo: 588.29 best obj: 769.72(7) mean: 861.00, max: 906.04
Date: 07-18 at 21:23:49, iter: 10, fix: false, local: false, cut car: true, new generate: true, Khoo: 588.29 best obj: 760.52(7) mean: 849.71, max: 925.38
Date: 07-18 at 21:24:29, iter: 11, fix: false, local: false, cut car: true, new generate: true, Khoo: 588.29 best obj: 756.18(7) mean: 873.75, max: 955.84
Date: 07-18 at 21:25:13, iter: 12, fix: false, local: false, cut car: true, new generate: true, Khoo: 588.29 best obj: 756.18(7) mean: 855.96, max: 917.31
Date: 07-18 at 21:25:54, iter: 13, fix: false, local: false, cut car: true, new generate: true, Khoo: 588.29 best obj: 755.22(7) mean: 810.92, max: 835.79
Date: 07-18 at 21:26:36, iter: 14, fix: false, local: false, cut car: true, new generate: true, Khoo: 588.29 best obj: 754.82(7) mean: 809.28, max: 853.10
Date: 07-18 at 21:27:18, iter: 15, fix: false, local: false, cut car: true, new generate: true, Khoo: 588.29 best obj: 754.82(7) mean: 828.44, max: 885.03
Date: 07-18 at 21:28:01, iter: 16, fix: false, local: false, cut car: true, new generate: true, Khoo: 588.29 best obj: 754.82(7) mean: 755.13, max: 759.49
Date: 07-18 at 21:28:41, iter: 17, fix: false, local: false, cut car: true, new generate: true, Khoo: 588.29 best obj: 754.82(7) mean: 754.82, max: 754.82
Date: 07-18 at 21:29:21, iter: 18, fix: false, local: false, cut car: true, new generate: true, Khoo: 588.29 best obj: 754.82(7) mean: 754.82, max: 754.82
Date: 07-18 at 21:30:03, iter: 20, fix: false, local: false, cut car: true, new generate: true, Khoo: 588.29 best obj: 729.95(7) mean: 911.71, max: 1374.50
Date: 07-18 at 21:30:43, iter: 21, fix: false, local: false, cut car: true, new generate: true, Khoo: 588.29 best obj: 717.07(6) mean: 777.44, max: 953.06
Date: 07-18 at 21:31:22, iter: 22, fix: false, local: false, cut car: true, new generate: true, Khoo: 588.29 best obj: 717.07(6) mean: 783.49, max: 941.80
Date: 07-18 at 21:32:03, iter: 23, fix: false, local: false, cut car: true, new generate: true, Khoo: 588.29 best obj: 717.07(6) mean: 793.12, max: 969.95
Date: 07-18 at 21:32:44, iter: 24, fix: false, local: false, cut car: true, new generate: true, Khoo: 588.29 best obj: 717.07(6) mean: 800.98, max: 997.74
Date: 07-18 at 21:33:22, iter: 25, fix: false, local: false, cut car: true, new generate: true, Khoo: 588.29 best obj: 712.85(6) mean: 724.46, max: 776.08
Date: 07-18 at 21:34:02, iter: 26, fix: false, local: false, cut car: true, new generate: true, Khoo: 588.29 best obj: 712.85(6) mean: 720.26, max: 772.98
Date: 07-18 at 21:34:44, iter: 27, fix: false, local: false, cut car: true, new generate: true, Khoo: 588.29 best obj: 712.85(6) mean: 720.26, max: 772.98
Date: 07-18 at 21:35:25, iter: 28, fix: false, local: false, cut car: true, new generate: true, Khoo: 588.29 best obj: 712.85(6) mean: 712.88, max: 713.23
Date: 07-18 at 21:36:03, iter: 29, fix: false, local: false, cut car: true, new generate: true, Khoo: 588.29 best obj: 712.85(6) mean: 712.88, max: 713.23
Date: 07-18 at 21:36:41, iter: 31, fix: false, local: false, cut car: true, new generate: true, Khoo: 588.29 best obj: 687.98(6) mean: 799.97, max: 1177.67
Date: 07-18 at 21:37:22, iter: 32, fix: false, local: false, cut car: true, new generate: true, Khoo: 588.29 best obj: 674.27(4) mean: 697.81, max: 794.33
Date: 07-18 at 21:37:59, iter: 33, fix: false, local: false, cut car: true, new generate: true, Khoo: 588.29 best obj: 671.86(4) mean: 722.42, max: 829.68
Date: 07-18 at 21:38:37, iter: 34, fix: false, local: false, cut car: true, new generate: true, Khoo: 588.29 best obj: 671.86(4) mean: 690.48, max: 764.28
Date: 07-18 at 21:39:16, iter: 35, fix: false, local: false, cut car: true, new generate: true, Khoo: 588.29 best obj: 671.86(4) mean: 672.38, max: 679.37
Date: 07-18 at 21:39:57, iter: 36, fix: false, local: false, cut car: true, new generate: true, Khoo: 588.29 best obj: 671.86(4) mean: 673.21, max: 691.94
Date: 07-18 at 21:40:33, iter: 37, fix: false, local: false, cut car: true, new generate: true, Khoo: 588.29 best obj: 671.86(4) mean: 671.88, max: 671.91
Date: 07-18 at 21:41:34, iter: 39, fix: false, local: false, cut car: true, new generate: true, Khoo: 588.29 best obj: 671.86(4) mean: 735.56, max: 1225.38
Date: 07-18 at 21:42:13, iter: 40, fix: false, local: false, cut car: true, new generate: true, Khoo: 588.29 best obj: 671.86(4) mean: 710.76, max: 989.82
Date: 07-18 at 21:42:54, iter: 41, fix: false, local: false, cut car: true, new generate: true, Khoo: 588.29 best obj: 671.86(4) mean: 698.01, max: 937.61
Date: 07-18 at 21:43:29, iter: 42, fix: false, local: false, cut car: true, new generate: true, Khoo: 588.29 best obj: 671.86(4) mean: 690.19, max: 942.70
