Date: 07-12 at 00:32:09, iter: 1, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1343.62(9) mean: 1970.86, max: 3654.29
Date: 07-12 at 00:33:09, iter: 2, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1181.46(9) mean: 1945.30, max: 3412.57
Date: 07-12 at 00:34:08, iter: 3, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1132.52(9) mean: 1850.43, max: 3185.63
Date: 07-12 at 00:35:05, iter: 4, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1126.26(9) mean: 1811.63, max: 2908.80
Date: 07-12 at 00:36:05, iter: 5, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1122.17(9) mean: 1834.61, max: 2832.93
Date: 07-12 at 00:37:06, iter: 6, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1104.96(9) mean: 1271.94, max: 1501.19
Date: 07-12 at 00:38:07, iter: 7, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1104.96(9) mean: 1283.71, max: 1526.29
Date: 07-12 at 00:39:09, iter: 8, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1104.96(9) mean: 1300.96, max: 1527.36
Date: 07-12 at 00:40:09, iter: 9, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1104.96(9) mean: 1276.78, max: 1493.87
Date: 07-12 at 00:41:08, iter: 10, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1104.96(9) mean: 1166.43, max: 1302.45
Date: 07-12 at 00:42:05, iter: 11, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1089.98(9) mean: 1163.74, max: 1264.10
Date: 07-12 at 00:43:05, iter: 12, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1089.66(9) mean: 1178.48, max: 1297.15
Date: 07-12 at 00:44:04, iter: 13, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1089.66(9) mean: 1167.52, max: 1384.10
Date: 07-12 at 00:45:01, iter: 14, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1089.66(9) mean: 1118.89, max: 1187.70
