Date: 07-11 at 16:18:18, iter: 1, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1555.71(5) mean: 4010.47, max: 4909.77
Date: 07-11 at 16:19:00, iter: 2, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1382.12(5) mean: 3404.44, max: 4582.84
Date: 07-11 at 16:19:41, iter: 3, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1321.73(5) mean: 2691.72, max: 4215.97
Date: 07-11 at 16:20:09, iter: 4, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1318.80(5) mean: 1799.88, max: 2832.86
Date: 07-11 at 16:20:45, iter: 5, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1311.68(6) mean: 1441.24, max: 1722.09
Date: 07-11 at 16:21:32, iter: 6, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1253.27(6) mean: 1500.43, max: 1790.27
Date: 07-11 at 16:22:01, iter: 7, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1232.00(6) mean: 1602.39, max: 1841.82
Date: 07-11 at 16:22:31, iter: 8, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1222.25(6) mean: 1598.36, max: 1827.46
Date: 07-11 at 16:23:09, iter: 9, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1220.57(6) mean: 1456.28, max: 1708.15
Date: 07-11 at 16:23:52, iter: 10, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1193.54(6) mean: 1321.56, max: 1703.55
Date: 07-11 at 16:24:33, iter: 11, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1184.64(6) mean: 1241.82, max: 1337.42
Date: 07-11 at 16:25:10, iter: 12, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1146.70(6) mean: 1231.94, max: 1284.95
Date: 07-11 at 16:25:57, iter: 13, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1126.86(6) mean: 1237.55, max: 1324.16
Date: 07-11 at 16:26:28, iter: 14, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1126.16(6) mean: 1267.94, max: 1351.11
Date: 07-11 at 16:27:15, iter: 15, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1126.16(6) mean: 1193.64, max: 1262.27
Date: 07-11 at 16:27:54, iter: 16, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1126.16(6) mean: 1177.58, max: 1253.22
Date: 07-11 at 16:28:38, iter: 17, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1125.81(6) mean: 1146.87, max: 1190.60
Date: 07-11 at 16:29:18, iter: 18, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1125.81(6) mean: 1147.26, max: 1199.26
Date: 07-11 at 16:29:42, iter: 19, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1125.81(6) mean: 1156.36, max: 1255.62
Date: 07-11 at 16:30:23, iter: 20, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1125.81(6) mean: 1135.90, max: 1170.94
Date: 07-11 at 16:30:58, iter: 21, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1125.81(6) mean: 1136.08, max: 1172.53
Date: 07-11 at 16:31:39, iter: 23, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1125.81(6) mean: 1503.95, max: 2097.36
Date: 07-11 at 16:32:25, iter: 24, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1125.81(6) mean: 1420.90, max: 2025.84
Date: 07-11 at 16:32:56, iter: 25, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1125.81(6) mean: 1327.79, max: 2024.36
Date: 07-11 at 16:33:32, iter: 26, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1125.81(6) mean: 1283.04, max: 2048.15
Date: 07-11 at 16:34:15, iter: 28, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1125.81(6) mean: 1364.17, max: 1626.56
Date: 07-11 at 16:34:56, iter: 29, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1125.81(6) mean: 1188.40, max: 1365.81
Date: 07-11 at 16:35:26, iter: 30, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1125.81(6) mean: 1263.96, max: 1509.95
Date: 07-11 at 16:36:11, iter: 31, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1119.95(7) mean: 1195.96, max: 1378.76
Date: 07-11 at 16:36:43, iter: 32, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1119.86(7) mean: 1235.71, max: 1440.98
Date: 07-11 at 16:37:20, iter: 33, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1119.86(7) mean: 1227.48, max: 1458.79
Date: 07-11 at 16:38:06, iter: 34, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1119.86(7) mean: 1221.19, max: 1498.11
Date: 07-11 at 16:38:42, iter: 35, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1118.48(7) mean: 1215.91, max: 1338.99
Date: 07-11 at 16:39:22, iter: 36, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1105.92(8) mean: 1148.31, max: 1228.19
Date: 07-11 at 16:40:01, iter: 37, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1084.01(8) mean: 1153.95, max: 1252.49
Date: 07-11 at 16:40:38, iter: 38, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1083.95(8) mean: 1137.07, max: 1185.25
Date: 07-11 at 16:41:17, iter: 39, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1083.95(8) mean: 1157.83, max: 1214.67
Date: 07-11 at 16:41:57, iter: 40, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1083.95(8) mean: 1135.27, max: 1180.89
Date: 07-11 at 16:42:30, iter: 41, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1083.95(8) mean: 1153.05, max: 1211.18
Date: 07-11 at 16:43:12, iter: 42, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1083.95(8) mean: 1144.30, max: 1180.89
Date: 07-11 at 16:43:59, iter: 44, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1083.95(8) mean: 1396.05, max: 1651.07
Date: 07-11 at 16:44:33, iter: 45, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1083.95(8) mean: 1239.98, max: 1538.39
Date: 07-11 at 16:45:09, iter: 46, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1063.13(8) mean: 1148.98, max: 1274.85
Date: 07-11 at 16:45:51, iter: 47, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1059.09(8) mean: 1176.02, max: 1294.22
Date: 07-11 at 16:46:34, iter: 48, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1059.09(8) mean: 1236.46, max: 1358.98
Date: 07-11 at 16:47:13, iter: 49, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1059.09(8) mean: 1247.37, max: 1407.78
Date: 07-11 at 16:48:02, iter: 50, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1059.09(8) mean: 1122.89, max: 1241.64
Date: 07-11 at 16:48:41, iter: 51, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1059.09(8) mean: 1148.72, max: 1270.60
Date: 07-11 at 16:49:24, iter: 53, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1059.09(8) mean: 1372.71, max: 1719.98
Date: 07-11 at 16:50:00, iter: 54, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1059.09(8) mean: 1261.84, max: 1718.47
Date: 07-11 at 16:50:52, iter: 55, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1059.09(8) mean: 1259.79, max: 1739.95
Date: 07-11 at 16:51:34, iter: 56, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1059.09(8) mean: 1129.46, max: 1238.68
Date: 07-11 at 16:52:16, iter: 58, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1059.09(8) mean: 1376.05, max: 1748.42
Date: 07-11 at 16:53:02, iter: 59, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1059.09(8) mean: 1207.25, max: 1674.69
Date: 07-11 at 16:53:43, iter: 60, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1059.09(8) mean: 1136.75, max: 1240.40
Date: 07-11 at 16:54:30, iter: 61, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1059.09(8) mean: 1147.95, max: 1279.88
Date: 07-11 at 16:55:15, iter: 63, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1059.09(8) mean: 1318.30, max: 1636.98
Date: 07-11 at 16:56:00, iter: 64, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1055.08(8) mean: 1227.48, max: 1660.73
Date: 07-11 at 16:56:34, iter: 65, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1055.08(8) mean: 1284.38, max: 1768.19
Date: 07-11 at 16:57:14, iter: 66, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1031.33(7) mean: 1079.92, max: 1214.68
Date: 07-11 at 16:57:55, iter: 67, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1030.61(7) mean: 1104.40, max: 1261.01
Date: 07-11 at 16:58:32, iter: 68, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1029.00(7) mean: 1063.96, max: 1131.67
Date: 07-11 at 16:59:07, iter: 69, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1029.00(7) mean: 1078.23, max: 1153.65
Date: 07-11 at 16:59:48, iter: 70, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1029.00(7) mean: 1090.62, max: 1203.26
Date: 07-11 at 17:00:21, iter: 71, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1029.00(7) mean: 1030.19, max: 1041.01
Date: 07-11 at 17:01:01, iter: 72, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1029.00(7) mean: 1030.80, max: 1054.05
Date: 07-11 at 17:01:47, iter: 74, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1029.00(7) mean: 1292.85, max: 1644.63
Date: 07-11 at 17:02:22, iter: 75, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1008.47(6) mean: 1128.19, max: 1388.12
Date: 07-11 at 17:03:00, iter: 76, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 1003.56(6) mean: 1116.13, max: 1415.44
Date: 07-11 at 17:03:39, iter: 77, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 995.74(6) mean: 1025.80, max: 1191.18
Date: 07-11 at 17:04:16, iter: 78, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 995.74(6) mean: 1018.09, max: 1130.21
Date: 07-11 at 17:04:49, iter: 79, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 995.74(6) mean: 1022.81, max: 1133.45
Date: 07-11 at 17:05:26, iter: 80, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 995.74(6) mean: 1014.19, max: 1087.94
Date: 07-11 at 17:06:01, iter: 81, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 995.74(6) mean: 1012.04, max: 1059.82
Date: 07-11 at 17:06:37, iter: 83, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 995.74(6) mean: 1371.80, max: 1741.74
Date: 07-11 at 17:07:09, iter: 84, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 995.74(6) mean: 1281.19, max: 1751.63
Date: 07-11 at 17:07:43, iter: 85, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 995.74(6) mean: 1139.23, max: 1415.82
Date: 07-11 at 17:08:18, iter: 86, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 995.74(6) mean: 1086.52, max: 1357.79
Date: 07-11 at 17:08:51, iter: 88, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 995.74(6) mean: 1369.19, max: 1790.80
Date: 07-11 at 17:09:32, iter: 89, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 995.74(6) mean: 1220.38, max: 1634.55
Date: 07-11 at 17:10:07, iter: 90, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 995.74(6) mean: 1114.65, max: 1577.27
Date: 07-11 at 17:10:43, iter: 91, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 989.32(6) mean: 1062.57, max: 1453.39
Date: 07-11 at 17:11:25, iter: 92, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 989.32(6) mean: 1025.74, max: 1121.64
Date: 07-11 at 17:12:06, iter: 93, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 989.32(6) mean: 1025.12, max: 1124.79
Date: 07-11 at 17:12:44, iter: 94, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 989.32(6) mean: 1006.83, max: 1068.35
Date: 07-11 at 17:13:16, iter: 95, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 989.32(6) mean: 1002.79, max: 1023.16
Date: 07-11 at 17:13:56, iter: 97, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 989.32(6) mean: 1332.73, max: 1655.64
Date: 07-11 at 17:14:34, iter: 98, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 989.32(6) mean: 1125.66, max: 1560.24
Date: 07-11 at 17:15:11, iter: 99, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 989.32(6) mean: 1079.88, max: 1415.57
Date: 07-11 at 17:15:41, iter: 100, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 987.76(6) mean: 1063.94, max: 1279.80
Date: 07-11 at 17:16:24, iter: 101, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 987.76(6) mean: 1004.16, max: 1107.48
Date: 07-11 at 17:16:58, iter: 102, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 987.76(6) mean: 1006.77, max: 1064.14
Date: 07-11 at 17:17:37, iter: 103, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 987.76(6) mean: 992.43, max: 1016.11
Date: 07-11 at 17:18:08, iter: 104, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 987.76(6) mean: 994.41, max: 1016.11
Date: 07-11 at 17:18:45, iter: 106, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 987.76(6) mean: 1380.89, max: 1818.01
Date: 07-11 at 17:19:19, iter: 107, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 987.76(6) mean: 1142.06, max: 1731.83
Date: 07-11 at 17:19:58, iter: 108, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 987.76(6) mean: 1062.00, max: 1317.83
Date: 07-11 at 17:20:40, iter: 109, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 986.18(6) mean: 1034.74, max: 1147.25
Date: 07-11 at 17:21:19, iter: 110, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 986.18(6) mean: 1026.16, max: 1143.51
Date: 07-11 at 17:22:01, iter: 111, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 986.18(6) mean: 1023.71, max: 1123.22
Date: 07-11 at 17:22:33, iter: 112, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 986.18(6) mean: 1022.55, max: 1133.73
Date: 07-11 at 17:23:15, iter: 113, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 986.18(6) mean: 1021.90, max: 1128.34
Date: 07-11 at 17:23:53, iter: 115, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 986.18(6) mean: 1382.03, max: 1900.77
Date: 07-11 at 17:24:32, iter: 116, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 984.72(6) mean: 1235.87, max: 1839.46
Date: 07-11 at 17:25:04, iter: 117, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 984.72(6) mean: 1089.34, max: 1301.83
Date: 07-11 at 17:25:38, iter: 118, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 984.72(6) mean: 1045.13, max: 1174.73
Date: 07-11 at 17:26:21, iter: 119, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 984.72(6) mean: 1055.14, max: 1224.57
Date: 07-11 at 17:26:55, iter: 120, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 984.72(6) mean: 1044.74, max: 1159.79
Date: 07-11 at 17:27:35, iter: 122, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 984.72(6) mean: 1378.83, max: 1821.87
Date: 07-11 at 17:28:14, iter: 123, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 984.72(6) mean: 1206.76, max: 1690.61
Date: 07-11 at 17:28:52, iter: 124, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 984.72(6) mean: 1104.16, max: 1414.59
Date: 07-11 at 17:29:32, iter: 125, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 983.66(6) mean: 1080.87, max: 1383.10
Date: 07-11 at 17:30:04, iter: 126, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 983.66(6) mean: 1038.23, max: 1315.46
Date: 07-11 at 17:30:41, iter: 127, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 983.66(6) mean: 1022.18, max: 1231.06
Date: 07-11 at 17:31:25, iter: 128, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 983.66(6) mean: 1019.23, max: 1196.36
Date: 07-11 at 17:32:08, iter: 129, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 983.66(6) mean: 1012.45, max: 1094.64
Date: 07-11 at 17:32:48, iter: 131, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 983.66(6) mean: 1341.94, max: 1784.99
Date: 07-11 at 17:33:26, iter: 132, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 983.66(6) mean: 1137.38, max: 1507.26
Date: 07-11 at 17:34:10, iter: 133, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 983.66(6) mean: 1092.69, max: 1466.13
Date: 07-11 at 17:34:44, iter: 134, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 983.66(6) mean: 1035.60, max: 1242.50
Date: 07-11 at 17:35:27, iter: 136, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 983.66(6) mean: 1372.89, max: 1820.69
Date: 07-11 at 17:36:00, iter: 137, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 983.66(6) mean: 1194.10, max: 1722.55
Date: 07-11 at 17:36:40, iter: 138, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 983.66(6) mean: 1117.29, max: 1707.20
Date: 07-11 at 17:37:17, iter: 139, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 983.66(6) mean: 1057.38, max: 1316.43
Date: 07-11 at 17:37:51, iter: 141, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 983.66(6) mean: 1359.86, max: 1590.07
Date: 07-11 at 17:38:23, iter: 142, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 983.66(6) mean: 1136.05, max: 1358.46
Date: 07-11 at 17:39:02, iter: 143, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 983.66(6) mean: 1085.97, max: 1343.11
Date: 07-11 at 17:39:34, iter: 144, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 983.66(6) mean: 1071.47, max: 1310.59
Date: 07-11 at 17:40:15, iter: 146, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 983.66(6) mean: 1277.69, max: 1784.99
Date: 07-11 at 17:40:47, iter: 147, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 983.66(6) mean: 1120.04, max: 1720.32
Date: 07-11 at 17:41:24, iter: 148, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 983.66(6) mean: 1062.93, max: 1215.12
Date: 07-11 at 17:41:56, iter: 149, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 983.66(6) mean: 1036.90, max: 1191.66
Date: 07-11 at 17:42:36, iter: 151, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 983.66(6) mean: 1425.23, max: 1940.88
Date: 07-11 at 17:43:15, iter: 152, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 983.66(6) mean: 1280.50, max: 1924.81
Date: 07-11 at 17:43:56, iter: 153, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 983.66(6) mean: 1199.28, max: 1849.96
Date: 07-11 at 17:44:29, iter: 154, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 983.66(6) mean: 1130.26, max: 1670.92
Date: 07-11 at 17:45:03, iter: 156, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 983.66(6) mean: 1340.93, max: 1683.06
Date: 07-11 at 17:45:34, iter: 157, fix: false, local: false, cut car: true, new generate: false, Khoo: 926.82 best obj: 983.66(6) mean: 1122.01, max: 1377.40
