Date: 02-06 at 15:35:01, #particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, Khoo: 1820.53, best obj: 3538.05(9), mean: 10674.98, max: 12243.89
Date: 02-06 at 15:46:56, #particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, Khoo: 1820.53, best obj: 3303.53(9), mean: 9962.39, max: 11623.78
Date: 02-06 at 15:57:40, #particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, Khoo: 1820.53, best obj: 3058.16(9), mean: 8880.14, max: 10162.86
Date: 02-06 at 16:09:18, #particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, Khoo: 1820.53, best obj: 2995.62(9), mean: 7732.99, max: 8780.78
Date: 02-06 at 16:20:32, #particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, Khoo: 1820.53, best obj: 2987.90(9), mean: 7408.57, max: 8319.63
Date: 02-06 at 16:32:25, #particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: true, Khoo: 1820.53, best obj: 2987.90(9), mean: 6525.95, max: 7401.02
Date: 02-06 at 16:44:25, #particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: true, Khoo: 1820.53, best obj: 2959.72(9), mean: 4505.41, max: 7315.62
Date: 02-06 at 16:56:34, #particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: true, Khoo: 1820.53, best obj: 2865.68(14), mean: 3116.06, max: 3344.84
Date: 02-06 at 17:08:19, #particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: true, Khoo: 1820.53, best obj: 2791.07(12), mean: 3244.29, max: 3527.84
Date: 02-06 at 17:20:18, #particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: true, Khoo: 1820.53, best obj: 2773.75(12), mean: 3196.48, max: 3498.73
Date: 02-06 at 17:33:28, #particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: true, Khoo: 1820.53, best obj: 2722.49(12), mean: 3178.02, max: 3564.55
Date: 02-06 at 17:47:47, #particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: true, Khoo: 1820.53, best obj: 2721.64(12), mean: 3088.25, max: 3564.60
Date: 02-06 at 17:59:27, #particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: true, Khoo: 1820.53, best obj: 2721.64(12), mean: 3114.17, max: 3571.06
Date: 02-06 at 18:13:34, #particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: true, Khoo: 1820.53, best obj: 2721.64(12), mean: 3096.11, max: 3557.66
Date: 02-06 at 18:28:20, #particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: true, Khoo: 1820.53, best obj: 2721.64(12), mean: 3012.20, max: 3361.57
Date: 02-06 at 18:41:19, #particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: true, Khoo: 1820.53, best obj: 2721.64(12), mean: 2964.49, max: 3293.71
Date: 02-06 at 18:56:43, #particle: 15, iter: 19, fix: false, local: true, cut car: true, new generate: true, Khoo: 1820.53, best obj: 2721.64(12), mean: 10195.66, max: 12050.38
Date: 02-06 at 19:08:02, #particle: 15, iter: 20, fix: false, local: true, cut car: true, new generate: true, Khoo: 1820.53, best obj: 2721.64(12), mean: 7373.61, max: 10479.79
Date: 02-06 at 19:19:45, #particle: 15, iter: 21, fix: false, local: true, cut car: true, new generate: true, Khoo: 1820.53, best obj: 2721.64(12), mean: 6280.52, max: 9209.61
Date: 02-06 at 19:33:22, #particle: 15, iter: 22, fix: false, local: true, cut car: true, new generate: true, Khoo: 1820.53, best obj: 2721.64(12), mean: 6152.67, max: 8879.11
Date: 02-06 at 19:48:02, #particle: 15, iter: 25, fix: false, local: true, cut car: true, new generate: true, Khoo: 1820.53, best obj: 2721.64(12), mean: 10421.70, max: 12171.34
Date: 02-06 at 19:59:27, #particle: 15, iter: 26, fix: false, local: true, cut car: true, new generate: true, Khoo: 1820.53, best obj: 2721.64(12), mean: 6581.23, max: 10355.68
