Date: 08-06 at 15:59:26, iter: 1, new3, Khoo: 778.93, current_best: 1385.34 best obj: 1385.34(4) mean: 2965.10, max: 4113.46
Date: 08-06 at 16:00:36, iter: 2, new3, Khoo: 778.93, current_best: 1203.06 best obj: 1203.06(7) mean: 2145.05, max: 3092.29
Date: 08-06 at 16:01:44, iter: 3, new3, Khoo: 778.93, current_best: 1038.49 best obj: 1038.49(7) mean: 1956.75, max: 2988.33
Date: 08-06 at 16:03:02, iter: 4, new3, Khoo: 778.93, current_best: 1010.19 best obj: 1010.19(7) mean: 1760.34, max: 2841.36
Date: 08-06 at 16:04:33, iter: 5, new3, Khoo: 778.93, current_best: 997.45 best obj: 997.45(7) mean: 1331.49, max: 2247.36
Date: 08-06 at 16:06:16, iter: 6, new3, Khoo: 778.93, current_best: 959.21 best obj: 959.21(7) mean: 1281.47, max: 2190.22
Date: 08-06 at 16:07:52, iter: 7, new3, Khoo: 778.93, current_best: 938.97 best obj: 938.97(7) mean: 1319.89, max: 2124.18
Date: 08-06 at 16:09:23, iter: 8, new3, Khoo: 778.93, current_best: 933.54 best obj: 933.54(7) mean: 1099.98, max: 1703.67
Date: 08-06 at 16:10:48, iter: 9, new3, Khoo: 778.93, current_best: 933.54 best obj: 933.54(7) mean: 1136.59, max: 1695.97
Date: 08-06 at 16:12:20, iter: 10, new3, Khoo: 778.93, current_best: 928.46 best obj: 928.46(7) mean: 1004.18, max: 1089.06
Date: 08-06 at 16:13:51, iter: 11, new3, Khoo: 778.93, current_best: 924.83 best obj: 924.83(7) mean: 971.11, max: 1042.77
Date: 08-06 at 16:15:20, iter: 12, new3, Khoo: 778.93, current_best: 924.83 best obj: 924.83(7) mean: 981.17, max: 1098.95
Date: 08-06 at 16:16:48, iter: 13, new3, Khoo: 778.93, current_best: 924.83 best obj: 924.83(7) mean: 959.72, max: 1038.75
Date: 08-06 at 16:18:19, iter: 14, new3, Khoo: 778.93, current_best: 924.81 best obj: 924.81(7) mean: 970.22, max: 1062.08
