Date: 06-29 at 17:37:23, iter: 1, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1450.61(15) mean: 2695.48, max: 3523.16
Date: 06-29 at 17:38:32, iter: 2, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1364.36(15) mean: 2498.98, max: 3344.56
Date: 06-29 at 17:39:44, iter: 3, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1295.71(13) mean: 2357.95, max: 3292.24
Date: 06-29 at 17:40:55, iter: 4, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1286.81(13) mean: 2387.67, max: 3336.01
Date: 06-29 at 17:42:08, iter: 5, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1286.81(13) mean: 2268.17, max: 3143.10
Date: 06-29 at 17:43:21, iter: 6, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1286.81(13) mean: 2235.36, max: 3063.54
Date: 06-29 at 17:44:33, iter: 7, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1286.81(13) mean: 1410.87, max: 1470.71
Date: 06-29 at 17:45:45, iter: 8, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1286.81(13) mean: 1449.53, max: 1525.47
Date: 06-29 at 17:46:54, iter: 9, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1264.75(13) mean: 1371.13, max: 1574.95
Date: 06-29 at 17:48:07, iter: 10, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1263.70(12) mean: 1385.66, max: 1592.80
Date: 06-29 at 17:49:17, iter: 11, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1263.70(12) mean: 1406.59, max: 1572.69
Date: 06-29 at 17:50:27, iter: 12, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1263.70(12) mean: 1344.67, max: 1436.39
Date: 06-29 at 17:51:38, iter: 13, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1263.70(12) mean: 1341.07, max: 1446.40
Date: 06-29 at 17:52:51, iter: 14, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1263.70(12) mean: 1387.69, max: 1493.31
Date: 06-29 at 17:54:02, iter: 15, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1263.70(12) mean: 1344.90, max: 1402.75
Date: 06-29 at 17:55:16, iter: 16, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1263.70(12) mean: 1339.55, max: 1380.46
Date: 06-29 at 17:56:30, iter: 17, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1263.70(12) mean: 1321.55, max: 1383.70
Date: 06-29 at 17:57:43, iter: 18, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1263.70(12) mean: 1331.85, max: 1394.63
Date: 06-29 at 17:58:58, iter: 19, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1263.70(12) mean: 1314.68, max: 1386.44
Date: 06-29 at 18:00:11, iter: 20, fix: false, local: true, cut car: false, new generate: false, Khoo: 1144.48 best obj: 1254.62(12) mean: 1301.57, max: 1357.66
