Date: 12-28 at 21:50:09, #particle: 15, iter: 1, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94, best obj: 1520.12(14), mean: 3290.82, max: 3827.40
Date: 12-28 at 21:50:59, #particle: 15, iter: 2, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94, best obj: 1425.60(16), mean: 3064.49, max: 3695.43
Date: 12-28 at 21:51:51, #particle: 15, iter: 3, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94, best obj: 1245.77(15), mean: 2927.99, max: 3622.48
Date: 12-28 at 21:52:40, #particle: 15, iter: 4, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94, best obj: 1121.22(15), mean: 2705.03, max: 3484.75
Date: 12-28 at 21:53:31, #particle: 15, iter: 5, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94, best obj: 988.14(13), mean: 2106.97, max: 3270.01
Date: 12-28 at 21:54:24, #particle: 15, iter: 6, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94, best obj: 985.31(13), mean: 1963.54, max: 3131.87
Date: 12-28 at 21:55:15, #particle: 15, iter: 7, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94, best obj: 983.95(13), mean: 1969.55, max: 3097.18
Date: 12-28 at 21:56:12, #particle: 15, iter: 8, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94, best obj: 983.95(13), mean: 1574.82, max: 2780.36
Date: 12-28 at 21:57:03, #particle: 15, iter: 9, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94, best obj: 921.79(12), mean: 1243.62, max: 2634.55
Date: 12-28 at 21:57:51, #particle: 15, iter: 10, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94, best obj: 919.36(12), mean: 1233.40, max: 2582.42
Date: 12-28 at 21:58:46, #particle: 15, iter: 11, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94, best obj: 919.36(12), mean: 1138.04, max: 2585.36
Date: 12-28 at 21:59:40, #particle: 15, iter: 12, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94, best obj: 919.36(12), mean: 993.15, max: 1192.52
Date: 12-28 at 22:00:29, #particle: 15, iter: 13, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94, best obj: 919.36(12), mean: 953.42, max: 1025.53
Date: 12-28 at 22:01:16, #particle: 15, iter: 14, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94, best obj: 892.97(12), mean: 936.97, max: 993.46
Date: 12-28 at 22:02:05, #particle: 15, iter: 15, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94, best obj: 892.97(12), mean: 930.27, max: 950.63
Date: 12-28 at 22:02:53, #particle: 15, iter: 16, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94, best obj: 892.97(12), mean: 930.27, max: 950.63
Date: 12-28 at 22:03:42, #particle: 15, iter: 17, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94, best obj: 892.97(12), mean: 930.27, max: 950.63
Date: 12-28 at 22:04:34, #particle: 15, iter: 18, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94, best obj: 892.97(12), mean: 942.77, max: 950.63
Date: 12-28 at 22:05:31, #particle: 15, iter: 20, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94, best obj: 892.97(12), mean: 1058.67, max: 1268.20
Date: 12-28 at 22:06:22, #particle: 15, iter: 21, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94, best obj: 892.97(12), mean: 952.94, max: 1093.92
Date: 12-28 at 22:07:07, #particle: 15, iter: 22, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94, best obj: 892.97(12), mean: 942.56, max: 1060.32
Date: 12-28 at 22:07:53, #particle: 15, iter: 23, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94, best obj: 892.97(12), mean: 934.60, max: 1040.64
Date: 12-28 at 22:08:47, #particle: 15, iter: 25, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94, best obj: 861.70(11), mean: 1057.14, max: 1247.26
Date: 12-28 at 22:09:34, #particle: 15, iter: 26, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94, best obj: 861.70(11), mean: 991.29, max: 1226.51
