Date: 12-26 at 17:23:10, #particle: 15, iter: 1, fix: false, local: true, cut car: false, new generate: false, Khoo: 1072.12, best obj: 1422.15(15), mean: 2361.81, max: 2887.99
Date: 12-26 at 17:24:10, #particle: 15, iter: 2, fix: false, local: true, cut car: false, new generate: false, Khoo: 1072.12, best obj: 1306.30(14), mean: 2294.68, max: 2835.68
Date: 12-26 at 17:25:16, #particle: 15, iter: 3, fix: false, local: true, cut car: false, new generate: false, Khoo: 1072.12, best obj: 1271.93(14), mean: 2142.75, max: 2727.77
Date: 12-26 at 17:26:12, #particle: 15, iter: 4, fix: false, local: true, cut car: false, new generate: false, Khoo: 1072.12, best obj: 1249.12(13), mean: 2099.09, max: 2579.85
Date: 12-26 at 17:27:10, #particle: 15, iter: 5, fix: false, local: true, cut car: false, new generate: false, Khoo: 1072.12, best obj: 1240.85(15), mean: 2012.50, max: 2496.44
Date: 12-26 at 17:28:09, #particle: 15, iter: 6, fix: false, local: true, cut car: false, new generate: false, Khoo: 1072.12, best obj: 1221.69(15), mean: 1743.51, max: 2428.94
Date: 12-26 at 17:29:14, #particle: 15, iter: 7, fix: false, local: true, cut car: false, new generate: false, Khoo: 1072.12, best obj: 1214.39(15), mean: 1629.73, max: 2413.78
Date: 12-26 at 17:30:25, #particle: 15, iter: 8, fix: false, local: true, cut car: false, new generate: false, Khoo: 1072.12, best obj: 1205.61(14), mean: 1507.60, max: 2408.42
Date: 12-26 at 17:31:27, #particle: 15, iter: 9, fix: false, local: true, cut car: false, new generate: false, Khoo: 1072.12, best obj: 1196.45(14), mean: 1435.86, max: 2320.88
Date: 12-26 at 17:32:29, #particle: 15, iter: 10, fix: false, local: true, cut car: false, new generate: false, Khoo: 1072.12, best obj: 1171.89(15), mean: 1360.27, max: 2218.89
Date: 12-26 at 17:33:36, #particle: 15, iter: 11, fix: false, local: true, cut car: false, new generate: false, Khoo: 1072.12, best obj: 1170.97(15), mean: 1260.89, max: 1363.68
Date: 12-26 at 17:34:33, #particle: 15, iter: 12, fix: false, local: true, cut car: false, new generate: false, Khoo: 1072.12, best obj: 1167.60(14), mean: 1251.42, max: 1374.20
Date: 12-26 at 17:35:42, #particle: 15, iter: 13, fix: false, local: true, cut car: false, new generate: false, Khoo: 1072.12, best obj: 1165.21(14), mean: 1244.95, max: 1321.39
Date: 12-26 at 17:36:54, #particle: 15, iter: 14, fix: false, local: true, cut car: false, new generate: false, Khoo: 1072.12, best obj: 1158.25(14), mean: 1213.76, max: 1263.73
Date: 12-26 at 17:37:53, #particle: 15, iter: 15, fix: false, local: true, cut car: false, new generate: false, Khoo: 1072.12, best obj: 1157.97(14), mean: 1228.29, max: 1303.19
