Date: 07-15 at 15:42:05, iter: 1, fix: false, local: false, cut car: true, new generate: true, Khoo: 588.49 best obj: 1040.29(6) mean: 3237.47, max: 4178.14
Date: 07-15 at 15:43:02, iter: 2, fix: false, local: false, cut car: true, new generate: true, Khoo: 588.49 best obj: 903.57(6) mean: 2885.28, max: 3878.71
Date: 07-15 at 15:44:03, iter: 3, fix: false, local: false, cut car: true, new generate: true, Khoo: 588.49 best obj: 835.51(6) mean: 2101.36, max: 2954.28
Date: 07-15 at 15:44:58, iter: 4, fix: false, local: false, cut car: true, new generate: true, Khoo: 588.49 best obj: 811.59(6) mean: 1442.44, max: 2105.37
Date: 07-15 at 15:45:52, iter: 5, fix: false, local: false, cut car: true, new generate: true, Khoo: 588.49 best obj: 811.59(6) mean: 1173.70, max: 1610.35
Date: 07-15 at 15:46:51, iter: 6, fix: false, local: false, cut car: true, new generate: true, Khoo: 588.49 best obj: 784.03(6) mean: 880.46, max: 995.24
Date: 07-15 at 15:47:42, iter: 7, fix: false, local: false, cut car: true, new generate: true, Khoo: 588.49 best obj: 784.03(6) mean: 907.93, max: 1024.20
Date: 07-15 at 15:48:38, iter: 8, fix: false, local: false, cut car: true, new generate: true, Khoo: 588.49 best obj: 784.03(6) mean: 868.16, max: 969.17
Date: 07-15 at 15:49:34, iter: 9, fix: false, local: false, cut car: true, new generate: true, Khoo: 588.49 best obj: 784.03(6) mean: 856.37, max: 963.35
Date: 07-15 at 15:50:27, iter: 10, fix: false, local: false, cut car: true, new generate: true, Khoo: 588.49 best obj: 782.79(6) mean: 860.11, max: 921.16
Date: 07-15 at 15:51:23, iter: 11, fix: false, local: false, cut car: true, new generate: true, Khoo: 588.49 best obj: 782.79(6) mean: 843.61, max: 916.19
Date: 07-15 at 15:52:20, iter: 12, fix: false, local: false, cut car: true, new generate: true, Khoo: 588.49 best obj: 782.79(6) mean: 841.08, max: 916.19
Date: 07-15 at 15:53:10, iter: 13, fix: false, local: false, cut car: true, new generate: true, Khoo: 588.49 best obj: 782.79(6) mean: 852.06, max: 934.79
