Date: 07-02 at 13:31:14, iter: 1, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1979.30(21) mean: 2801.32, max: 3232.67
Date: 07-02 at 13:32:12, iter: 2, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1821.31(19) mean: 2643.68, max: 3293.29
Date: 07-02 at 13:33:02, iter: 3, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1821.31(19) mean: 2605.32, max: 3236.90
Date: 07-02 at 13:33:57, iter: 4, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1821.31(19) mean: 2512.05, max: 3250.54
Date: 07-02 at 13:34:55, iter: 5, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1821.31(19) mean: 2437.69, max: 3232.75
Date: 07-02 at 13:35:51, iter: 6, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1812.70(19) mean: 2074.42, max: 3039.09
Date: 07-02 at 13:36:44, iter: 7, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1799.79(19) mean: 2053.34, max: 3077.18
Date: 07-02 at 13:37:41, iter: 8, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1799.79(19) mean: 2082.59, max: 3070.14
Date: 07-02 at 13:38:34, iter: 9, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1799.79(19) mean: 2025.76, max: 3049.37
Date: 07-02 at 13:39:31, iter: 10, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1799.79(19) mean: 1982.99, max: 3051.95
Date: 07-02 at 13:40:30, iter: 11, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1795.40(20) mean: 1850.55, max: 1929.80
Date: 07-02 at 13:41:18, iter: 12, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1750.99(19) mean: 1885.35, max: 1978.40
Date: 07-02 at 13:42:05, iter: 13, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1750.99(19) mean: 1939.36, max: 2036.33
Date: 07-02 at 13:43:01, iter: 14, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1750.99(19) mean: 1928.56, max: 2116.65
Date: 07-02 at 13:43:54, iter: 15, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1750.99(19) mean: 1868.23, max: 2150.26
Date: 07-02 at 13:44:46, iter: 16, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1750.99(19) mean: 1871.44, max: 1971.43
Date: 07-02 at 13:45:44, iter: 17, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1750.99(19) mean: 1842.24, max: 1971.43
Date: 07-02 at 13:46:31, iter: 18, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1750.99(19) mean: 1866.11, max: 2019.11
Date: 07-02 at 13:47:27, iter: 19, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1750.99(19) mean: 1821.48, max: 1906.00
Date: 07-02 at 13:48:20, iter: 20, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1750.99(19) mean: 1873.11, max: 1968.90
Date: 07-02 at 13:49:09, iter: 21, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1750.99(19) mean: 1900.97, max: 2043.69
Date: 07-02 at 13:50:02, iter: 22, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1750.99(19) mean: 1820.69, max: 1912.02
Date: 07-02 at 13:50:59, iter: 23, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1749.71(18) mean: 1806.12, max: 1881.21
Date: 07-02 at 13:51:51, iter: 24, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1749.71(18) mean: 1800.26, max: 1881.21
Date: 07-02 at 13:52:44, iter: 25, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1749.71(18) mean: 1800.52, max: 1881.21
Date: 07-02 at 13:53:38, iter: 26, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1749.71(18) mean: 1796.89, max: 1881.21
Date: 07-02 at 13:54:38, iter: 27, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1749.71(18) mean: 1797.02, max: 1881.21
Date: 07-02 at 13:55:33, iter: 28, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1749.71(18) mean: 1797.13, max: 1885.99
Date: 07-02 at 13:56:26, iter: 29, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1749.71(18) mean: 1796.73, max: 1885.99
Date: 07-02 at 13:57:19, iter: 30, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1749.71(18) mean: 1795.14, max: 1881.21
Date: 07-02 at 13:58:08, iter: 31, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1749.71(18) mean: 1887.85, max: 1970.71
Date: 07-02 at 13:59:07, iter: 32, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1749.71(18) mean: 1820.71, max: 1887.98
Date: 07-02 at 13:59:58, iter: 33, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1749.71(18) mean: 1836.36, max: 1921.38
Date: 07-02 at 14:00:51, iter: 34, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1749.71(18) mean: 1838.25, max: 1917.52
Date: 07-02 at 14:01:45, iter: 35, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1749.71(18) mean: 1804.14, max: 1884.76
Date: 07-02 at 14:02:31, iter: 36, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1749.71(18) mean: 1846.31, max: 1936.28
Date: 07-02 at 14:03:27, iter: 37, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1749.71(18) mean: 1800.53, max: 1855.23
Date: 07-02 at 14:04:16, iter: 38, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1749.71(18) mean: 1869.97, max: 1928.51
Date: 07-02 at 14:05:08, iter: 39, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1749.71(18) mean: 1821.67, max: 1997.15
Date: 07-02 at 14:06:04, iter: 40, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1746.24(18) mean: 1782.35, max: 1889.65
Date: 07-02 at 14:07:02, iter: 41, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1746.24(18) mean: 1789.85, max: 1911.17
Date: 07-02 at 14:07:53, iter: 42, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1746.24(18) mean: 1780.67, max: 1908.31
Date: 07-02 at 14:08:43, iter: 43, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1746.24(18) mean: 1777.01, max: 1887.43
Date: 07-02 at 14:09:36, iter: 44, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1746.24(18) mean: 1790.16, max: 1887.43
Date: 07-02 at 14:10:28, iter: 45, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1746.24(18) mean: 1789.28, max: 1887.43
Date: 07-02 at 14:11:19, iter: 46, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1746.24(18) mean: 1775.25, max: 1886.66
Date: 07-02 at 14:12:13, iter: 47, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1746.24(18) mean: 1773.27, max: 1868.76
Date: 07-02 at 14:13:09, iter: 48, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1746.24(18) mean: 1771.90, max: 1867.58
Date: 07-02 at 14:14:05, iter: 49, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1746.24(18) mean: 1771.90, max: 1867.58
Date: 07-02 at 14:14:54, iter: 50, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1746.24(18) mean: 1771.90, max: 1867.58
Date: 07-02 at 14:15:45, iter: 51, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1746.24(18) mean: 1771.90, max: 1867.58
Date: 07-02 at 14:16:33, iter: 52, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1746.24(18) mean: 1836.20, max: 1923.60
Date: 07-02 at 14:17:30, iter: 53, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1746.24(18) mean: 1764.91, max: 1835.09
Date: 07-02 at 14:18:19, iter: 54, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1746.24(18) mean: 1761.56, max: 1830.64
Date: 07-02 at 14:19:13, iter: 55, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1746.24(18) mean: 1759.30, max: 1829.77
Date: 07-02 at 14:20:09, iter: 56, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1746.24(18) mean: 1757.98, max: 1829.77
Date: 07-02 at 14:21:02, iter: 57, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1746.24(18) mean: 1757.90, max: 1829.77
Date: 07-02 at 14:21:52, iter: 58, fix: false, local: false, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1746.24(18) mean: 1757.22, max: 1819.58
