Date: 07-10 at 06:42:06, iter: 1, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67 best obj: 1517.67(14) mean: 2637.28, max: 3300.64
Date: 07-10 at 06:42:56, iter: 2, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67 best obj: 1470.66(14) mean: 2509.27, max: 3198.23
Date: 07-10 at 06:43:48, iter: 3, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67 best obj: 1456.20(14) mean: 2511.53, max: 3196.98
Date: 07-10 at 06:44:38, iter: 4, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67 best obj: 1454.36(14) mean: 2452.25, max: 3119.59
Date: 07-10 at 06:45:30, iter: 5, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67 best obj: 1450.64(14) mean: 2350.07, max: 3133.84
Date: 07-10 at 06:46:27, iter: 6, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67 best obj: 1422.58(14) mean: 2335.86, max: 3186.49
Date: 07-10 at 06:47:24, iter: 7, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67 best obj: 1422.58(14) mean: 2195.71, max: 3235.61
Date: 07-10 at 06:48:22, iter: 8, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67 best obj: 1422.58(14) mean: 1634.85, max: 1845.95
Date: 07-10 at 06:49:12, iter: 9, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67 best obj: 1422.58(14) mean: 1667.62, max: 1895.39
Date: 07-10 at 06:50:04, iter: 10, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67 best obj: 1422.58(14) mean: 1605.57, max: 1914.57
Date: 07-10 at 06:51:00, iter: 12, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67 best obj: 1422.58(14) mean: 1618.17, max: 1857.49
Date: 07-10 at 06:51:50, iter: 13, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67 best obj: 1422.58(14) mean: 1670.59, max: 1935.04
Date: 07-10 at 06:52:37, iter: 14, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67 best obj: 1422.58(14) mean: 1632.31, max: 1966.18
Date: 07-10 at 06:53:24, iter: 15, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67 best obj: 1422.58(14) mean: 1546.83, max: 1929.10
Date: 07-10 at 06:54:17, iter: 17, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67 best obj: 1422.58(14) mean: 1608.41, max: 2020.79
Date: 07-10 at 06:55:07, iter: 18, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67 best obj: 1422.58(14) mean: 1630.60, max: 2022.41
Date: 07-10 at 06:56:04, iter: 19, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67 best obj: 1422.58(14) mean: 1477.00, max: 1580.41
Date: 07-10 at 06:56:57, iter: 20, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67 best obj: 1422.58(14) mean: 1542.18, max: 1653.71
Date: 07-10 at 06:57:47, iter: 22, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67 best obj: 1422.58(14) mean: 1559.10, max: 1776.99
Date: 07-10 at 06:58:40, iter: 23, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67 best obj: 1422.58(14) mean: 1579.30, max: 1814.93
Date: 07-10 at 06:59:37, iter: 24, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67 best obj: 1422.27(14) mean: 1451.32, max: 1498.26
Date: 07-10 at 07:00:22, iter: 25, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67 best obj: 1422.23(14) mean: 1500.43, max: 1558.86
Date: 07-10 at 07:01:14, iter: 26, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67 best obj: 1422.23(14) mean: 1486.62, max: 1609.51
Date: 07-10 at 07:02:04, iter: 27, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67 best obj: 1422.23(14) mean: 1522.47, max: 1673.21
Date: 07-10 at 07:02:51, iter: 28, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67 best obj: 1422.23(14) mean: 1477.28, max: 1687.86
Date: 07-10 at 07:03:42, iter: 29, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67 best obj: 1422.23(14) mean: 1485.57, max: 1553.54
Date: 07-10 at 07:04:29, iter: 31, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67 best obj: 1422.23(14) mean: 1599.17, max: 1746.81
Date: 07-10 at 07:05:14, iter: 32, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67 best obj: 1418.45(14) mean: 1504.75, max: 1655.87
Date: 07-10 at 07:06:03, iter: 33, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67 best obj: 1413.06(14) mean: 1494.18, max: 1685.12
Date: 07-10 at 07:06:52, iter: 34, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67 best obj: 1408.12(14) mean: 1493.15, max: 1642.98
Date: 07-10 at 07:07:38, iter: 35, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67 best obj: 1408.12(14) mean: 1443.09, max: 1538.72
Date: 07-10 at 07:08:23, iter: 36, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67 best obj: 1408.12(14) mean: 1462.75, max: 1556.61
Date: 07-10 at 07:09:14, iter: 37, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67 best obj: 1408.12(14) mean: 1442.98, max: 1538.33
Date: 07-10 at 07:10:01, iter: 38, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67 best obj: 1408.12(14) mean: 1452.96, max: 1535.68
Date: 07-10 at 07:10:54, iter: 40, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67 best obj: 1408.12(14) mean: 1510.69, max: 1775.31
Date: 07-10 at 07:11:47, iter: 41, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67 best obj: 1408.12(14) mean: 1515.21, max: 1760.10
Date: 07-10 at 07:12:35, iter: 42, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67 best obj: 1408.12(14) mean: 1528.53, max: 1793.32
Date: 07-10 at 07:13:22, iter: 43, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67 best obj: 1408.12(14) mean: 1581.43, max: 1783.60
Date: 07-10 at 07:14:14, iter: 45, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67 best obj: 1408.12(14) mean: 1493.30, max: 1708.08
Date: 07-10 at 07:14:59, iter: 46, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67 best obj: 1408.12(14) mean: 1541.37, max: 1763.37
Date: 07-10 at 07:15:46, iter: 47, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67 best obj: 1408.12(14) mean: 1525.67, max: 1818.29
Date: 07-10 at 07:16:38, iter: 48, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67 best obj: 1408.12(14) mean: 1526.93, max: 1840.14
