Date: 07-10 at 14:46:05, iter: 1, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67 best obj: 1565.77(14) mean: 2614.47, max: 3203.66
Date: 07-10 at 14:46:57, iter: 2, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67 best obj: 1502.89(14) mean: 2546.73, max: 3152.15
Date: 07-10 at 14:47:50, iter: 3, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67 best obj: 1478.82(14) mean: 2436.06, max: 3109.24
Date: 07-10 at 14:48:36, iter: 4, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67 best obj: 1476.10(14) mean: 2229.33, max: 2897.15
Date: 07-10 at 14:49:25, iter: 5, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67 best obj: 1471.25(14) mean: 2155.95, max: 2934.76
Date: 07-10 at 14:50:18, iter: 6, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67 best obj: 1471.25(14) mean: 2168.81, max: 2897.66
Date: 07-10 at 14:51:10, iter: 7, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67 best obj: 1471.25(14) mean: 1929.14, max: 2689.77
Date: 07-10 at 14:52:01, iter: 8, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67 best obj: 1466.99(15) mean: 1783.37, max: 2774.19
Date: 07-10 at 14:52:55, iter: 9, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67 best obj: 1465.25(15) mean: 1677.69, max: 2659.39
Date: 07-10 at 14:53:42, iter: 10, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67 best obj: 1465.25(15) mean: 1650.48, max: 2589.23
Date: 07-10 at 14:54:26, iter: 11, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67 best obj: 1465.25(15) mean: 1601.48, max: 1708.58
Date: 07-10 at 14:55:15, iter: 12, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67 best obj: 1465.25(15) mean: 1586.35, max: 1718.05
Date: 07-10 at 14:56:08, iter: 13, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67 best obj: 1465.25(15) mean: 1526.60, max: 1712.48
Date: 07-10 at 14:56:56, iter: 15, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67 best obj: 1463.05(15) mean: 1652.77, max: 1940.90
Date: 07-10 at 14:57:45, iter: 16, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67 best obj: 1457.38(15) mean: 1598.91, max: 1831.70
Date: 07-10 at 14:58:34, iter: 17, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67 best obj: 1439.67(14) mean: 1521.91, max: 1842.54
Date: 07-10 at 14:59:21, iter: 18, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67 best obj: 1434.35(14) mean: 1510.00, max: 1873.73
Date: 07-10 at 15:00:13, iter: 19, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67 best obj: 1434.35(14) mean: 1472.43, max: 1556.61
