Date: 08-02 at 04:41:30, #particle: 30, iter: 1, fix: false, local: true, cut car: true, new generate: true, Khoo: 705.33, best obj: 910.33(4), mean: 2012.32, max: 2946.90
Date: 08-02 at 04:42:12, #particle: 30, iter: 2, fix: false, local: true, cut car: true, new generate: true, Khoo: 705.33, best obj: 891.51(4), mean: 1455.28, max: 2252.94
Date: 08-02 at 04:42:51, #particle: 30, iter: 3, fix: false, local: true, cut car: true, new generate: true, Khoo: 705.33, best obj: 858.49(4), mean: 1412.84, max: 2250.51
Date: 08-02 at 04:43:55, #particle: 30, iter: 4, fix: false, local: true, cut car: true, new generate: true, Khoo: 705.33, best obj: 841.88(4), mean: 1125.54, max: 1874.22
Date: 08-02 at 04:45:02, #particle: 30, iter: 5, fix: false, local: true, cut car: true, new generate: true, Khoo: 705.33, best obj: 816.69(5), mean: 911.86, max: 989.86
Date: 08-02 at 04:45:32, #particle: 30, iter: 6, fix: false, local: true, cut car: true, new generate: true, Khoo: 705.33, best obj: 783.17(4), mean: 861.32, max: 977.42
Date: 08-02 at 04:46:34, #particle: 30, iter: 7, fix: false, local: true, cut car: true, new generate: true, Khoo: 705.33, best obj: 777.97(4), mean: 877.10, max: 973.18
Date: 08-02 at 04:47:38, #particle: 30, iter: 8, fix: false, local: true, cut car: true, new generate: true, Khoo: 705.33, best obj: 777.94(4), mean: 846.84, max: 889.01
Date: 08-02 at 04:48:42, #particle: 30, iter: 9, fix: false, local: true, cut car: true, new generate: true, Khoo: 705.33, best obj: 777.94(4), mean: 835.11, max: 903.81
Date: 08-02 at 04:49:48, #particle: 30, iter: 10, fix: false, local: true, cut car: true, new generate: true, Khoo: 705.33, best obj: 777.94(4), mean: 821.03, max: 866.34
Date: 08-02 at 04:50:41, #particle: 30, iter: 11, fix: false, local: true, cut car: true, new generate: true, Khoo: 705.33, best obj: 777.23(5), mean: 830.62, max: 874.52
Date: 08-02 at 04:51:38, #particle: 30, iter: 12, fix: false, local: true, cut car: true, new generate: true, Khoo: 705.33, best obj: 762.37(3), mean: 786.79, max: 819.21
