Date: 08-10 at 23:29:48, iter: 1, new3, Khoo: 1135.52, current_best: 1422.83 best obj: 1422.83(14) mean: 2488.75, max: 3119.63
Date: 08-10 at 23:31:54, iter: 2, new3, Khoo: 1135.52, current_best: 1352.67 best obj: 1352.67(12) mean: 2224.20, max: 2974.79
Date: 08-10 at 23:34:01, iter: 3, new3, Khoo: 1135.52, current_best: 1320.08 best obj: 1320.08(12) mean: 2067.49, max: 2946.23
Date: 08-10 at 23:36:12, iter: 4, new3, Khoo: 1135.52, current_best: 1315.89 best obj: 1315.89(12) mean: 1754.27, max: 2695.46
Date: 08-10 at 23:38:16, iter: 5, new3, Khoo: 1135.52, current_best: 1291.77 best obj: 1291.77(12) mean: 1703.40, max: 2550.38
Date: 08-10 at 23:40:34, iter: 6, new3, Khoo: 1135.52, current_best: 1291.77 best obj: 1291.77(12) mean: 1586.92, max: 2551.87
Date: 08-10 at 23:42:34, iter: 7, new3, Khoo: 1135.52, current_best: 1291.77 best obj: 1291.77(12) mean: 1597.16, max: 2393.39
Date: 08-10 at 23:44:44, iter: 8, new3, Khoo: 1135.52, current_best: 1291.77 best obj: 1291.77(12) mean: 1528.00, max: 1835.45
Date: 08-10 at 23:46:55, iter: 10, new3, Khoo: 1135.52, current_best: 1291.77 best obj: 1291.77(12) mean: 1538.04, max: 1846.13
Date: 08-10 at 23:49:02, iter: 11, new3, Khoo: 1135.52, current_best: 1291.77 best obj: 1291.77(12) mean: 1494.77, max: 1898.17
Date: 08-10 at 23:51:11, iter: 12, new3, Khoo: 1135.52, current_best: 1287.32 best obj: 1287.32(12) mean: 1487.41, max: 1961.60
Date: 08-10 at 23:53:14, iter: 13, new3, Khoo: 1135.52, current_best: 1281.87 best obj: 1281.87(12) mean: 1406.71, max: 1664.16
Date: 08-10 at 23:55:15, iter: 14, new3, Khoo: 1135.52, current_best: 1277.59 best obj: 1277.59(12) mean: 1365.88, max: 1490.26
Date: 08-10 at 23:57:19, iter: 15, new3, Khoo: 1135.52, current_best: 1277.59 best obj: 1277.59(12) mean: 1322.47, max: 1379.64
Date: 08-10 at 23:59:16, iter: 16, new3, Khoo: 1135.52, current_best: 1277.59 best obj: 1277.59(12) mean: 1389.96, max: 1458.33
Date: 08-11 at 00:01:27, iter: 17, new3, Khoo: 1135.52, current_best: 1277.59 best obj: 1277.59(12) mean: 1372.05, max: 1498.09
Date: 08-11 at 00:03:49, iter: 19, new3, Khoo: 1135.52, current_best: 1277.59 best obj: 1277.59(12) mean: 1398.93, max: 1585.19
Date: 08-11 at 00:05:53, iter: 20, new3, Khoo: 1135.52, current_best: 1267.40 best obj: 1267.40(12) mean: 1316.94, max: 1434.21
