Date: 12-18 at 23:31:18, #particle: 15, iter: 1, fix: false, local: false, cut car: false, new generate: false, Khoo: 1151.84, best obj: 1392.70(16), mean: 2378.99, max: 2847.71
Date: 12-18 at 23:32:23, #particle: 15, iter: 2, fix: false, local: false, cut car: false, new generate: false, Khoo: 1151.84, best obj: 1336.61(16), mean: 2292.06, max: 2825.16
Date: 12-18 at 23:33:20, #particle: 15, iter: 3, fix: false, local: false, cut car: false, new generate: false, Khoo: 1151.84, best obj: 1330.97(16), mean: 2085.57, max: 2751.73
Date: 12-18 at 23:34:18, #particle: 15, iter: 4, fix: false, local: false, cut car: false, new generate: false, Khoo: 1151.84, best obj: 1330.97(16), mean: 2086.66, max: 2716.44
Date: 12-18 at 23:35:16, #particle: 15, iter: 5, fix: false, local: false, cut car: false, new generate: false, Khoo: 1151.84, best obj: 1330.97(16), mean: 2089.53, max: 2725.20
Date: 12-18 at 23:36:23, #particle: 15, iter: 6, fix: false, local: false, cut car: false, new generate: false, Khoo: 1151.84, best obj: 1330.97(16), mean: 1930.89, max: 2707.86
Date: 12-18 at 23:37:23, #particle: 15, iter: 7, fix: false, local: false, cut car: false, new generate: false, Khoo: 1151.84, best obj: 1330.97(16), mean: 1845.24, max: 2516.52
Date: 12-18 at 23:38:29, #particle: 15, iter: 8, fix: false, local: false, cut car: false, new generate: false, Khoo: 1151.84, best obj: 1330.97(16), mean: 1422.31, max: 1551.37
Date: 12-18 at 23:39:26, #particle: 15, iter: 9, fix: false, local: false, cut car: false, new generate: false, Khoo: 1151.84, best obj: 1330.97(16), mean: 1465.07, max: 1581.12
Date: 12-18 at 23:40:27, #particle: 15, iter: 10, fix: false, local: false, cut car: false, new generate: false, Khoo: 1151.84, best obj: 1330.24(15), mean: 1465.38, max: 1603.45
Date: 12-18 at 23:41:28, #particle: 15, iter: 11, fix: false, local: false, cut car: false, new generate: false, Khoo: 1151.84, best obj: 1307.05(15), mean: 1478.50, max: 1662.99
Date: 12-18 at 23:42:37, #particle: 15, iter: 12, fix: false, local: false, cut car: false, new generate: false, Khoo: 1151.84, best obj: 1264.81(16), mean: 1351.91, max: 1472.93
Date: 12-18 at 23:43:31, #particle: 15, iter: 13, fix: false, local: false, cut car: false, new generate: false, Khoo: 1151.84, best obj: 1249.88(15), mean: 1363.43, max: 1510.96
Date: 12-18 at 23:44:26, #particle: 15, iter: 14, fix: false, local: false, cut car: false, new generate: false, Khoo: 1151.84, best obj: 1249.88(15), mean: 1380.74, max: 1541.34
Date: 12-18 at 23:45:25, #particle: 15, iter: 15, fix: false, local: false, cut car: false, new generate: false, Khoo: 1151.84, best obj: 1249.88(15), mean: 1406.94, max: 1593.16
Date: 12-18 at 23:46:27, #particle: 15, iter: 16, fix: false, local: false, cut car: false, new generate: false, Khoo: 1151.84, best obj: 1249.88(15), mean: 1401.43, max: 1644.86
Date: 12-18 at 23:47:29, #particle: 15, iter: 17, fix: false, local: false, cut car: false, new generate: false, Khoo: 1151.84, best obj: 1249.88(15), mean: 1345.85, max: 1566.20
Date: 12-18 at 23:48:31, #particle: 15, iter: 18, fix: false, local: false, cut car: false, new generate: false, Khoo: 1151.84, best obj: 1249.88(15), mean: 1365.60, max: 1461.29
Date: 12-18 at 23:49:34, #particle: 15, iter: 19, fix: false, local: false, cut car: false, new generate: false, Khoo: 1151.84, best obj: 1249.88(15), mean: 1309.23, max: 1412.59
Date: 12-18 at 23:50:28, #particle: 15, iter: 20, fix: false, local: false, cut car: false, new generate: false, Khoo: 1151.84, best obj: 1249.88(15), mean: 1339.07, max: 1447.38
Date: 12-18 at 23:51:30, #particle: 15, iter: 21, fix: false, local: false, cut car: false, new generate: false, Khoo: 1151.84, best obj: 1249.88(15), mean: 1351.99, max: 1511.17
Date: 12-18 at 23:52:32, #particle: 15, iter: 22, fix: false, local: false, cut car: false, new generate: false, Khoo: 1151.84, best obj: 1249.88(15), mean: 1363.47, max: 1535.04
Date: 12-18 at 23:53:36, #particle: 15, iter: 23, fix: false, local: false, cut car: false, new generate: false, Khoo: 1151.84, best obj: 1249.88(15), mean: 1306.02, max: 1366.90
