Date: 11-03 at 03:25:17, #particle: 15, iter: 1, fix: false, local: false, cut car: false, new generate: false, Khoo: 1151.84, best obj: 1397.99(15), mean: 2382.21, max: 2749.46
Date: 11-03 at 03:26:25, #particle: 15, iter: 2, fix: false, local: false, cut car: false, new generate: false, Khoo: 1151.84, best obj: 1275.94(15), mean: 2357.50, max: 2749.28
Date: 11-03 at 03:27:34, #particle: 15, iter: 3, fix: false, local: false, cut car: false, new generate: false, Khoo: 1151.84, best obj: 1275.76(15), mean: 2134.52, max: 2670.03
Date: 11-03 at 03:28:40, #particle: 15, iter: 4, fix: false, local: false, cut car: false, new generate: false, Khoo: 1151.84, best obj: 1275.76(15), mean: 2156.30, max: 2661.04
Date: 11-03 at 03:29:50, #particle: 15, iter: 5, fix: false, local: false, cut car: false, new generate: false, Khoo: 1151.84, best obj: 1275.76(15), mean: 2095.20, max: 2665.80
Date: 11-03 at 03:31:05, #particle: 15, iter: 6, fix: false, local: false, cut car: false, new generate: false, Khoo: 1151.84, best obj: 1275.76(15), mean: 1802.88, max: 2511.55
Date: 11-03 at 03:32:20, #particle: 15, iter: 7, fix: false, local: false, cut car: false, new generate: false, Khoo: 1151.84, best obj: 1275.76(15), mean: 1611.95, max: 2411.26
Date: 11-03 at 03:33:34, #particle: 15, iter: 8, fix: false, local: false, cut car: false, new generate: false, Khoo: 1151.84, best obj: 1275.76(15), mean: 1381.63, max: 1467.49
Date: 11-03 at 03:34:47, #particle: 15, iter: 9, fix: false, local: false, cut car: false, new generate: false, Khoo: 1151.84, best obj: 1275.76(15), mean: 1358.35, max: 1504.10
Date: 11-03 at 03:36:00, #particle: 15, iter: 10, fix: false, local: false, cut car: false, new generate: false, Khoo: 1151.84, best obj: 1275.76(15), mean: 1334.05, max: 1373.74
Date: 11-03 at 03:37:05, #particle: 15, iter: 11, fix: false, local: false, cut car: false, new generate: false, Khoo: 1151.84, best obj: 1275.76(15), mean: 1384.59, max: 1433.44
Date: 11-03 at 03:38:17, #particle: 15, iter: 12, fix: false, local: false, cut car: false, new generate: false, Khoo: 1151.84, best obj: 1275.76(15), mean: 1366.10, max: 1472.14
Date: 11-03 at 03:39:29, #particle: 15, iter: 13, fix: false, local: false, cut car: false, new generate: false, Khoo: 1151.84, best obj: 1275.76(15), mean: 1325.75, max: 1384.49
Date: 11-03 at 03:40:37, #particle: 15, iter: 14, fix: false, local: false, cut car: false, new generate: false, Khoo: 1151.84, best obj: 1275.76(15), mean: 1352.77, max: 1438.49
Date: 11-03 at 03:41:49, #particle: 15, iter: 15, fix: false, local: false, cut car: false, new generate: false, Khoo: 1151.84, best obj: 1275.76(15), mean: 1353.93, max: 1450.88
Date: 11-03 at 03:43:04, #particle: 15, iter: 16, fix: false, local: false, cut car: false, new generate: false, Khoo: 1151.84, best obj: 1275.76(15), mean: 1340.57, max: 1470.14
Date: 11-03 at 03:44:10, #particle: 15, iter: 17, fix: false, local: false, cut car: false, new generate: false, Khoo: 1151.84, best obj: 1275.76(15), mean: 1366.77, max: 1428.91
Date: 11-03 at 03:45:26, #particle: 15, iter: 18, fix: false, local: false, cut car: false, new generate: false, Khoo: 1151.84, best obj: 1275.76(15), mean: 1341.10, max: 1430.25
