Date: 12-19 at 07:59:13, #particle: 15, iter: 1, fix: false, local: false, cut car: true, new generate: false, Khoo: 786.38, best obj: 1169.13(5), mean: 3047.03, max: 4238.86
Date: 12-19 at 08:00:05, #particle: 15, iter: 2, fix: false, local: false, cut car: true, new generate: false, Khoo: 786.38, best obj: 1074.80(5), mean: 1769.45, max: 3233.88
Date: 12-19 at 08:00:52, #particle: 15, iter: 3, fix: false, local: false, cut car: true, new generate: false, Khoo: 786.38, best obj: 1074.58(5), mean: 1791.99, max: 3115.80
Date: 12-19 at 08:01:49, #particle: 15, iter: 4, fix: false, local: false, cut car: true, new generate: false, Khoo: 786.38, best obj: 1035.74(8), mean: 1124.45, max: 1270.04
Date: 12-19 at 08:02:37, #particle: 15, iter: 5, fix: false, local: false, cut car: true, new generate: false, Khoo: 786.38, best obj: 984.86(6), mean: 1054.33, max: 1156.08
Date: 12-19 at 08:03:25, #particle: 15, iter: 6, fix: false, local: false, cut car: true, new generate: false, Khoo: 786.38, best obj: 978.00(6), mean: 1193.48, max: 1310.60
Date: 12-19 at 08:04:17, #particle: 15, iter: 7, fix: false, local: false, cut car: true, new generate: false, Khoo: 786.38, best obj: 978.00(6), mean: 1113.09, max: 1311.14
Date: 12-19 at 08:05:09, #particle: 15, iter: 8, fix: false, local: false, cut car: true, new generate: false, Khoo: 786.38, best obj: 978.00(6), mean: 1051.49, max: 1115.94
Date: 12-19 at 08:06:01, #particle: 15, iter: 9, fix: false, local: false, cut car: true, new generate: false, Khoo: 786.38, best obj: 978.00(6), mean: 1057.64, max: 1153.55
Date: 12-19 at 08:06:50, #particle: 15, iter: 10, fix: false, local: false, cut car: true, new generate: false, Khoo: 786.38, best obj: 968.53(7), mean: 1049.10, max: 1110.22
Date: 12-19 at 08:07:38, #particle: 15, iter: 11, fix: false, local: false, cut car: true, new generate: false, Khoo: 786.38, best obj: 945.69(6), mean: 1073.81, max: 1119.16
Date: 12-19 at 08:08:33, #particle: 15, iter: 12, fix: false, local: false, cut car: true, new generate: false, Khoo: 786.38, best obj: 945.30(6), mean: 1031.04, max: 1104.95
Date: 12-19 at 08:09:18, #particle: 15, iter: 13, fix: false, local: false, cut car: true, new generate: false, Khoo: 786.38, best obj: 945.30(6), mean: 1052.13, max: 1129.57
Date: 12-19 at 08:10:08, #particle: 15, iter: 14, fix: false, local: false, cut car: true, new generate: false, Khoo: 786.38, best obj: 945.30(6), mean: 1013.99, max: 1097.19
Date: 12-19 at 08:11:00, #particle: 15, iter: 15, fix: false, local: false, cut car: true, new generate: false, Khoo: 786.38, best obj: 944.65(6), mean: 990.69, max: 1029.41
Date: 12-19 at 08:11:49, #particle: 15, iter: 16, fix: false, local: false, cut car: true, new generate: false, Khoo: 786.38, best obj: 944.65(6), mean: 983.68, max: 1007.68
