Date: 12-19 at 09:01:16, #particle: 15, iter: 1, fix: false, local: false, cut car: true, new generate: false, Khoo: 786.38, best obj: 1115.39(8), mean: 2991.41, max: 4628.30
Date: 12-19 at 09:02:06, #particle: 15, iter: 2, fix: false, local: false, cut car: true, new generate: false, Khoo: 786.38, best obj: 1081.18(8), mean: 2727.69, max: 4322.97
Date: 12-19 at 09:02:57, #particle: 15, iter: 3, fix: false, local: false, cut car: true, new generate: false, Khoo: 786.38, best obj: 1081.18(8), mean: 2716.25, max: 4283.40
Date: 12-19 at 09:03:52, #particle: 15, iter: 4, fix: false, local: false, cut car: true, new generate: false, Khoo: 786.38, best obj: 1081.18(8), mean: 2352.70, max: 3928.03
Date: 12-19 at 09:04:41, #particle: 15, iter: 5, fix: false, local: false, cut car: true, new generate: false, Khoo: 786.38, best obj: 1081.18(8), mean: 2284.04, max: 3836.53
Date: 12-19 at 09:05:38, #particle: 15, iter: 6, fix: false, local: false, cut car: true, new generate: false, Khoo: 786.38, best obj: 1081.18(8), mean: 1250.60, max: 1387.81
Date: 12-19 at 09:06:33, #particle: 15, iter: 8, fix: false, local: false, cut car: true, new generate: false, Khoo: 786.38, best obj: 1065.84(7), mean: 1344.95, max: 1658.98
Date: 12-19 at 09:07:23, #particle: 15, iter: 9, fix: false, local: false, cut car: true, new generate: false, Khoo: 786.38, best obj: 1053.53(8), mean: 1217.26, max: 1423.19
Date: 12-19 at 09:08:16, #particle: 15, iter: 10, fix: false, local: false, cut car: true, new generate: false, Khoo: 786.38, best obj: 1052.70(8), mean: 1179.93, max: 1395.06
Date: 12-19 at 09:09:06, #particle: 15, iter: 11, fix: false, local: false, cut car: true, new generate: false, Khoo: 786.38, best obj: 1049.03(7), mean: 1119.14, max: 1235.54
Date: 12-19 at 09:09:55, #particle: 15, iter: 12, fix: false, local: false, cut car: true, new generate: false, Khoo: 786.38, best obj: 997.10(7), mean: 1173.93, max: 1325.16
Date: 12-19 at 09:10:47, #particle: 15, iter: 13, fix: false, local: false, cut car: true, new generate: false, Khoo: 786.38, best obj: 988.53(7), mean: 1264.24, max: 1407.53
Date: 12-19 at 09:11:36, #particle: 15, iter: 14, fix: false, local: false, cut car: true, new generate: false, Khoo: 786.38, best obj: 984.87(7), mean: 1222.16, max: 1411.04
Date: 12-19 at 09:12:25, #particle: 15, iter: 15, fix: false, local: false, cut car: true, new generate: false, Khoo: 786.38, best obj: 984.87(7), mean: 1168.02, max: 1351.14
Date: 12-19 at 09:13:17, #particle: 15, iter: 16, fix: false, local: false, cut car: true, new generate: false, Khoo: 786.38, best obj: 984.87(7), mean: 1200.81, max: 1390.42
Date: 12-19 at 09:14:10, #particle: 15, iter: 17, fix: false, local: false, cut car: true, new generate: false, Khoo: 786.38, best obj: 984.87(7), mean: 1016.84, max: 1048.70
Date: 12-19 at 09:15:00, #particle: 15, iter: 18, fix: false, local: false, cut car: true, new generate: false, Khoo: 786.38, best obj: 984.87(7), mean: 1022.98, max: 1070.75
Date: 12-19 at 09:15:54, #particle: 15, iter: 20, fix: false, local: false, cut car: true, new generate: false, Khoo: 786.38, best obj: 984.87(7), mean: 1224.67, max: 1402.06
Date: 12-19 at 09:16:42, #particle: 15, iter: 21, fix: false, local: false, cut car: true, new generate: false, Khoo: 786.38, best obj: 983.13(6), mean: 1040.08, max: 1168.20
Date: 12-19 at 09:17:33, #particle: 15, iter: 22, fix: false, local: false, cut car: true, new generate: false, Khoo: 786.38, best obj: 975.70(6), mean: 1018.02, max: 1209.47
Date: 12-19 at 09:18:19, #particle: 15, iter: 23, fix: false, local: false, cut car: true, new generate: false, Khoo: 786.38, best obj: 974.90(6), mean: 1085.34, max: 1273.22
Date: 12-19 at 09:19:09, #particle: 15, iter: 24, fix: false, local: false, cut car: true, new generate: false, Khoo: 786.38, best obj: 974.90(6), mean: 1037.80, max: 1131.21
Date: 12-19 at 09:19:59, #particle: 15, iter: 25, fix: false, local: false, cut car: true, new generate: false, Khoo: 786.38, best obj: 974.90(6), mean: 1087.53, max: 1194.93
Date: 12-19 at 09:20:49, #particle: 15, iter: 26, fix: false, local: false, cut car: true, new generate: false, Khoo: 786.38, best obj: 974.90(6), mean: 1023.43, max: 1121.87
