Date: 12-29 at 02:15:58, #particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 1333.01(4), mean: 3469.43, max: 3952.49
Date: 12-29 at 02:16:52, #particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 1025.01(6), mean: 1160.72, max: 1272.42
Date: 12-29 at 02:17:49, #particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 830.47(6), mean: 1163.39, max: 1324.60
Date: 12-29 at 02:18:46, #particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 775.17(5), mean: 1156.74, max: 1329.40
Date: 12-29 at 02:19:44, #particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 705.82(5), mean: 1158.82, max: 1334.72
Date: 12-29 at 02:20:41, #particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 702.76(5), mean: 1048.36, max: 1261.15
Date: 12-29 at 02:21:38, #particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 702.76(5), mean: 983.18, max: 1213.86
Date: 12-29 at 02:22:31, #particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 679.10(5), mean: 717.59, max: 747.70
Date: 12-29 at 02:23:26, #particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 679.10(5), mean: 705.03, max: 743.14
Date: 12-29 at 02:24:18, #particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 677.40(6), mean: 700.58, max: 741.67
Date: 12-29 at 02:25:12, #particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 676.03(5), mean: 697.26, max: 741.67
Date: 12-29 at 02:26:08, #particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 671.37(5), mean: 680.06, max: 743.44
Date: 12-29 at 02:27:08, #particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 671.37(5), mean: 678.26, max: 714.10
Date: 12-29 at 02:28:08, #particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 671.37(5), mean: 675.72, max: 676.03
Date: 12-29 at 02:29:03, #particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 671.37(5), mean: 692.78, max: 694.31
Date: 12-29 at 02:29:56, #particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 671.37(5), mean: 671.54, max: 673.83
Date: 12-29 at 02:30:50, #particle: 15, iter: 18, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 626.66(4), mean: 890.43, max: 1439.93
Date: 12-29 at 02:31:47, #particle: 15, iter: 19, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 626.66(4), mean: 686.63, max: 796.31
Date: 12-29 at 02:32:41, #particle: 15, iter: 20, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 626.66(4), mean: 684.06, max: 762.51
Date: 12-29 at 02:33:36, #particle: 15, iter: 21, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 626.66(4), mean: 671.37, max: 736.60
Date: 12-29 at 02:34:32, #particle: 15, iter: 23, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 626.66(4), mean: 814.84, max: 1235.76
Date: 12-29 at 02:35:28, #particle: 15, iter: 24, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 626.66(4), mean: 785.90, max: 1079.01
