Date: 12-29 at 02:36:24, #particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 928.63(7), mean: 2431.56, max: 3649.70
Date: 12-29 at 02:37:21, #particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 801.17(6), mean: 1788.43, max: 2885.46
Date: 12-29 at 02:38:17, #particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 799.52(6), mean: 1460.23, max: 2216.44
Date: 12-29 at 02:39:15, #particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 799.52(6), mean: 1253.64, max: 1941.97
Date: 12-29 at 02:40:11, #particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 778.66(6), mean: 941.77, max: 1087.22
Date: 12-29 at 02:41:10, #particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 773.68(6), mean: 939.46, max: 1086.57
Date: 12-29 at 02:42:06, #particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 743.85(6), mean: 922.15, max: 1088.54
Date: 12-29 at 02:43:06, #particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 734.57(5), mean: 888.03, max: 1106.07
Date: 12-29 at 02:44:02, #particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 721.62(5), mean: 862.73, max: 956.28
Date: 12-29 at 02:45:02, #particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 721.62(5), mean: 871.46, max: 1006.76
Date: 12-29 at 02:45:59, #particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 721.62(5), mean: 839.66, max: 919.79
Date: 12-29 at 02:46:57, #particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 721.62(5), mean: 846.41, max: 950.42
Date: 12-29 at 02:47:51, #particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 705.47(5), mean: 757.99, max: 884.49
Date: 12-29 at 02:48:45, #particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 698.02(4), mean: 740.13, max: 792.65
Date: 12-29 at 02:49:41, #particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 671.53(4), mean: 704.73, max: 726.17
Date: 12-29 at 02:50:37, #particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 671.53(4), mean: 733.13, max: 757.57
Date: 12-29 at 02:51:26, #particle: 15, iter: 17, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 671.53(4), mean: 696.74, max: 713.41
Date: 12-29 at 02:52:24, #particle: 15, iter: 18, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 671.53(4), mean: 703.07, max: 721.27
Date: 12-29 at 02:53:14, #particle: 15, iter: 19, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 671.53(4), mean: 692.11, max: 711.72
Date: 12-29 at 02:54:25, #particle: 15, iter: 21, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 671.53(4), mean: 767.99, max: 1491.24
Date: 12-29 at 02:55:23, #particle: 15, iter: 22, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 671.53(4), mean: 744.97, max: 1370.64
Date: 12-29 at 02:56:20, #particle: 15, iter: 23, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 671.53(4), mean: 695.01, max: 943.34
Date: 12-29 at 02:57:15, #particle: 15, iter: 24, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 671.53(4), mean: 702.81, max: 957.98
Date: 12-29 at 02:58:29, #particle: 15, iter: 26, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 671.53(4), mean: 743.71, max: 1021.64
Date: 12-29 at 02:59:25, #particle: 15, iter: 27, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56, best obj: 671.53(4), mean: 716.55, max: 913.45
