Date: 07-12 at 08:11:12, iter: 1, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.94 best obj: 1524.31(13) mean: 3374.79, max: 3842.09
Date: 07-12 at 08:12:08, iter: 2, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.94 best obj: 1205.88(13) mean: 3200.08, max: 3624.69
Date: 07-12 at 08:13:01, iter: 3, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.94 best obj: 1162.16(13) mean: 2992.12, max: 3427.93
Date: 07-12 at 08:13:51, iter: 4, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.94 best obj: 1118.38(13) mean: 2198.23, max: 3035.93
Date: 07-12 at 08:14:47, iter: 5, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.94 best obj: 1104.12(13) mean: 2215.75, max: 3083.52
Date: 07-12 at 08:15:44, iter: 6, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.94 best obj: 1104.12(13) mean: 2192.52, max: 3011.32
Date: 07-12 at 08:16:39, iter: 7, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.94 best obj: 1104.12(13) mean: 2107.50, max: 3014.77
Date: 07-12 at 08:17:39, iter: 8, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.94 best obj: 1104.12(13) mean: 1850.92, max: 2941.88
Date: 07-12 at 08:18:32, iter: 9, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.94 best obj: 1104.12(13) mean: 1639.51, max: 2959.89
Date: 07-12 at 08:19:28, iter: 10, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.94 best obj: 1080.20(15) mean: 1216.04, max: 1506.92
Date: 07-12 at 08:20:21, iter: 11, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.94 best obj: 1027.47(14) mean: 1196.79, max: 1377.76
Date: 07-12 at 08:21:16, iter: 12, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.94 best obj: 989.59(14) mean: 1063.41, max: 1171.12
Date: 07-12 at 08:22:11, iter: 13, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.94 best obj: 975.10(14) mean: 1089.05, max: 1207.69
Date: 07-12 at 08:23:05, iter: 14, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.94 best obj: 901.07(12) mean: 1090.38, max: 1234.86
Date: 07-12 at 08:23:57, iter: 15, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.94 best obj: 900.16(12) mean: 1010.24, max: 1181.98
Date: 07-12 at 08:24:46, iter: 16, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.94 best obj: 897.96(12) mean: 996.14, max: 1088.70
Date: 07-12 at 08:25:33, iter: 17, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.94 best obj: 861.77(11) mean: 1005.15, max: 1115.66
Date: 07-12 at 08:26:25, iter: 18, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.94 best obj: 861.77(11) mean: 955.44, max: 1024.76
Date: 07-12 at 08:27:14, iter: 19, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.94 best obj: 861.46(11) mean: 902.45, max: 922.50
Date: 07-12 at 08:28:03, iter: 20, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.94 best obj: 860.21(11) mean: 899.06, max: 934.74
Date: 07-12 at 08:28:51, iter: 21, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.94 best obj: 860.21(11) mean: 898.22, max: 922.28
Date: 07-12 at 08:29:41, iter: 22, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.94 best obj: 860.21(11) mean: 898.05, max: 920.16
Date: 07-12 at 08:30:29, iter: 23, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.94 best obj: 860.21(11) mean: 898.05, max: 920.16
Date: 07-12 at 08:31:16, iter: 24, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.94 best obj: 860.21(11) mean: 889.15, max: 919.75
