Date: 08-06 at 19:51:30, iter: 1, new3, Khoo: 1371.69, current_best: 1749.27 best obj: 1749.27(16) mean: 2719.58, max: 3290.11
Date: 08-06 at 19:53:55, iter: 2, new3, Khoo: 1371.69, current_best: 1581.01 best obj: 1581.01(16) mean: 2736.41, max: 3287.90
Date: 08-06 at 19:56:13, iter: 3, new3, Khoo: 1371.69, current_best: 1561.57 best obj: 1561.57(16) mean: 2662.92, max: 3217.75
Date: 08-06 at 19:58:39, iter: 4, new3, Khoo: 1371.69, current_best: 1561.48 best obj: 1561.48(16) mean: 2054.00, max: 2852.61
Date: 08-06 at 20:01:12, iter: 5, new3, Khoo: 1371.69, current_best: 1545.93 best obj: 1545.93(16) mean: 1823.73, max: 2710.81
Date: 08-06 at 20:03:42, iter: 6, new3, Khoo: 1371.69, current_best: 1542.23 best obj: 1542.23(16) mean: 1835.61, max: 2692.66
Date: 08-06 at 20:06:10, iter: 7, new3, Khoo: 1371.69, current_best: 1506.47 best obj: 1506.47(16) mean: 1589.08, max: 1747.96
Date: 08-06 at 20:08:28, iter: 8, new3, Khoo: 1371.69, current_best: 1484.64 best obj: 1484.64(16) mean: 1616.42, max: 1804.85
Date: 08-06 at 20:10:44, iter: 9, new3, Khoo: 1371.69, current_best: 1484.64 best obj: 1484.64(16) mean: 1617.27, max: 1751.35
Date: 08-06 at 20:13:15, iter: 10, new3, Khoo: 1371.69, current_best: 1484.64 best obj: 1484.64(16) mean: 1602.24, max: 1781.22
Date: 08-06 at 20:15:28, iter: 11, new3, Khoo: 1371.69, current_best: 1484.64 best obj: 1484.64(16) mean: 1687.57, max: 1877.81
Date: 08-06 at 20:17:53, iter: 13, new3, Khoo: 1371.69, current_best: 1484.64 best obj: 1484.64(16) mean: 1800.57, max: 2053.06
Date: 08-06 at 20:20:29, iter: 14, new3, Khoo: 1371.69, current_best: 1484.64 best obj: 1484.64(16) mean: 1602.15, max: 1939.37
Date: 08-06 at 20:23:04, iter: 15, new3, Khoo: 1371.69, current_best: 1484.64 best obj: 1484.64(16) mean: 1543.76, max: 1702.04
Date: 08-06 at 20:25:21, iter: 16, new3, Khoo: 1371.69, current_best: 1484.64 best obj: 1484.64(16) mean: 1616.08, max: 1796.45
Date: 08-06 at 20:27:39, iter: 18, new3, Khoo: 1371.69, current_best: 1484.64 best obj: 1484.64(16) mean: 1768.05, max: 2032.24
Date: 08-06 at 20:30:10, iter: 19, new3, Khoo: 1371.69, current_best: 1477.32 best obj: 1477.32(16) mean: 1625.41, max: 1983.17
Date: 08-06 at 20:32:31, iter: 20, new3, Khoo: 1371.69, current_best: 1474.09 best obj: 1474.09(15) mean: 1617.75, max: 2017.92
