Date: 07-07 at 06:46:39, iter: 1, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1444.57(17) mean: 2493.30, max: 3001.85
Date: 07-07 at 06:48:27, iter: 2, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1392.22(17) mean: 2508.10, max: 2996.52
Date: 07-07 at 06:50:16, iter: 3, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1383.20(17) mean: 2409.47, max: 2992.82
Date: 07-07 at 06:52:03, iter: 4, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1380.26(17) mean: 2417.19, max: 3023.97
Date: 07-07 at 06:53:54, iter: 5, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1380.26(17) mean: 2209.82, max: 3017.96
Date: 07-07 at 06:55:43, iter: 6, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1380.26(17) mean: 1943.08, max: 2785.50
Date: 07-07 at 06:57:32, iter: 7, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1380.26(17) mean: 1805.94, max: 2630.55
Date: 07-07 at 06:59:21, iter: 8, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1380.26(17) mean: 1530.58, max: 1632.38
Date: 07-07 at 07:01:02, iter: 9, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1347.78(17) mean: 1431.32, max: 1569.15
Date: 07-07 at 07:02:44, iter: 10, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1317.16(17) mean: 1477.51, max: 1622.76
Date: 07-07 at 07:04:27, iter: 11, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1313.00(17) mean: 1517.83, max: 1674.75
Date: 07-07 at 07:06:11, iter: 12, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1313.00(17) mean: 1437.27, max: 1567.27
Date: 07-07 at 07:07:48, iter: 13, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1313.00(17) mean: 1461.27, max: 1626.67
Date: 07-07 at 07:09:30, iter: 14, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1313.00(17) mean: 1458.62, max: 1634.58
Date: 07-07 at 07:11:12, iter: 15, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1313.00(17) mean: 1395.41, max: 1600.90
Date: 07-07 at 07:12:53, iter: 16, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1313.00(17) mean: 1455.27, max: 1678.43
Date: 07-07 at 07:14:34, iter: 17, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1313.00(17) mean: 1399.19, max: 1514.21
Date: 07-07 at 07:16:13, iter: 18, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1313.00(17) mean: 1386.05, max: 1521.38
