Date: 07-07 at 13:51:56, iter: 1, fix: false, local: false, cut car: false, new generate: false, Khoo: 874.87 best obj: 1292.97(5) mean: 3198.07, max: 3708.77
Date: 07-07 at 13:53:05, iter: 2, fix: false, local: false, cut car: false, new generate: false, Khoo: 874.87 best obj: 1224.76(5) mean: 3131.81, max: 3652.30
Date: 07-07 at 13:54:14, iter: 3, fix: false, local: false, cut car: false, new generate: false, Khoo: 874.87 best obj: 1129.15(11) mean: 2599.14, max: 3417.85
Date: 07-07 at 13:55:27, iter: 4, fix: false, local: false, cut car: false, new generate: false, Khoo: 874.87 best obj: 1052.28(9) mean: 2593.97, max: 3438.26
Date: 07-07 at 13:56:40, iter: 5, fix: false, local: false, cut car: false, new generate: false, Khoo: 874.87 best obj: 1039.39(9) mean: 2366.98, max: 3257.32
Date: 07-07 at 13:57:51, iter: 6, fix: false, local: false, cut car: false, new generate: false, Khoo: 874.87 best obj: 1038.42(9) mean: 2031.01, max: 3036.99
Date: 07-07 at 13:58:56, iter: 7, fix: false, local: false, cut car: false, new generate: false, Khoo: 874.87 best obj: 1038.42(9) mean: 1926.40, max: 2933.77
Date: 07-07 at 14:00:08, iter: 8, fix: false, local: false, cut car: false, new generate: false, Khoo: 874.87 best obj: 1038.42(9) mean: 1182.20, max: 1322.33
Date: 07-07 at 14:01:16, iter: 9, fix: false, local: false, cut car: false, new generate: false, Khoo: 874.87 best obj: 1038.42(9) mean: 1219.06, max: 1323.97
Date: 07-07 at 14:02:20, iter: 10, fix: false, local: false, cut car: false, new generate: false, Khoo: 874.87 best obj: 1038.42(9) mean: 1199.98, max: 1355.96
Date: 07-07 at 14:03:28, iter: 11, fix: false, local: false, cut car: false, new generate: false, Khoo: 874.87 best obj: 1038.42(9) mean: 1194.31, max: 1391.20
Date: 07-07 at 14:04:40, iter: 12, fix: false, local: false, cut car: false, new generate: false, Khoo: 874.87 best obj: 1038.42(9) mean: 1175.64, max: 1425.24
Date: 07-07 at 14:05:49, iter: 13, fix: false, local: false, cut car: false, new generate: false, Khoo: 874.87 best obj: 1037.56(9) mean: 1136.39, max: 1306.15
Date: 07-07 at 14:06:59, iter: 14, fix: false, local: false, cut car: false, new generate: false, Khoo: 874.87 best obj: 1005.79(9) mean: 1121.19, max: 1235.32
Date: 07-07 at 14:08:00, iter: 15, fix: false, local: false, cut car: false, new generate: false, Khoo: 874.87 best obj: 970.18(9) mean: 1151.38, max: 1292.30
Date: 07-07 at 14:09:02, iter: 16, fix: false, local: false, cut car: false, new generate: false, Khoo: 874.87 best obj: 960.49(9) mean: 1159.71, max: 1307.05
Date: 07-07 at 14:10:15, iter: 17, fix: false, local: false, cut car: false, new generate: false, Khoo: 874.87 best obj: 958.69(9) mean: 1081.71, max: 1153.76
Date: 07-07 at 14:11:18, iter: 18, fix: false, local: false, cut car: false, new generate: false, Khoo: 874.87 best obj: 958.69(9) mean: 1093.62, max: 1205.68
Date: 07-07 at 14:12:22, iter: 19, fix: false, local: false, cut car: false, new generate: false, Khoo: 874.87 best obj: 958.69(9) mean: 1129.99, max: 1245.77
Date: 07-07 at 14:13:34, iter: 20, fix: false, local: false, cut car: false, new generate: false, Khoo: 874.87 best obj: 958.69(9) mean: 1020.62, max: 1080.76
Date: 07-07 at 14:14:39, iter: 21, fix: false, local: false, cut car: false, new generate: false, Khoo: 874.87 best obj: 958.69(9) mean: 1041.08, max: 1109.67
Date: 07-07 at 14:15:47, iter: 22, fix: false, local: false, cut car: false, new generate: false, Khoo: 874.87 best obj: 958.69(9) mean: 1032.03, max: 1101.19
Date: 07-07 at 14:16:47, iter: 23, fix: false, local: false, cut car: false, new generate: false, Khoo: 874.87 best obj: 958.69(9) mean: 1044.41, max: 1123.87
Date: 07-07 at 14:17:49, iter: 24, fix: false, local: false, cut car: false, new generate: false, Khoo: 874.87 best obj: 958.69(9) mean: 1062.59, max: 1168.06
Date: 07-07 at 14:18:59, iter: 25, fix: false, local: false, cut car: false, new generate: false, Khoo: 874.87 best obj: 958.59(9) mean: 1022.18, max: 1198.56
Date: 07-07 at 14:20:02, iter: 26, fix: false, local: false, cut car: false, new generate: false, Khoo: 874.87 best obj: 958.25(9) mean: 1010.96, max: 1062.54
Date: 07-07 at 14:21:07, iter: 27, fix: false, local: false, cut car: false, new generate: false, Khoo: 874.87 best obj: 958.25(9) mean: 1008.07, max: 1109.29
