Date: 07-12 at 19:02:26, iter: 1, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94 best obj: 1493.02(13) mean: 3389.36, max: 3977.77
Date: 07-12 at 19:03:24, iter: 2, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94 best obj: 1365.27(13) mean: 3347.79, max: 3950.42
Date: 07-12 at 19:04:15, iter: 3, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94 best obj: 1279.92(12) mean: 2970.80, max: 3783.53
Date: 07-12 at 19:05:05, iter: 4, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94 best obj: 1217.65(12) mean: 2891.31, max: 3685.35
Date: 07-12 at 19:06:03, iter: 5, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94 best obj: 1134.05(12) mean: 2872.68, max: 3717.61
Date: 07-12 at 19:06:58, iter: 6, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94 best obj: 1065.35(11) mean: 1451.03, max: 3213.27
Date: 07-12 at 19:07:53, iter: 7, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94 best obj: 1065.35(11) mean: 1221.90, max: 1473.14
Date: 07-12 at 19:08:45, iter: 8, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94 best obj: 976.51(12) mean: 1146.63, max: 1267.81
Date: 07-12 at 19:09:36, iter: 9, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94 best obj: 911.42(12) mean: 1217.35, max: 1357.59
Date: 07-12 at 19:10:25, iter: 10, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94 best obj: 900.72(12) mean: 1074.29, max: 1200.53
Date: 07-12 at 19:11:18, iter: 11, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94 best obj: 885.96(11) mean: 999.54, max: 1084.91
Date: 07-12 at 19:12:04, iter: 12, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94 best obj: 877.89(11) mean: 973.94, max: 1044.28
Date: 07-12 at 19:12:53, iter: 13, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94 best obj: 877.89(11) mean: 946.58, max: 1001.50
Date: 07-12 at 19:13:43, iter: 14, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94 best obj: 877.89(11) mean: 933.63, max: 1000.19
Date: 07-12 at 19:14:32, iter: 15, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94 best obj: 877.89(11) mean: 916.62, max: 993.17
Date: 07-12 at 19:15:19, iter: 16, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94 best obj: 870.83(11) mean: 901.20, max: 937.50
Date: 07-12 at 19:16:11, iter: 17, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94 best obj: 834.64(10) mean: 882.67, max: 904.85
Date: 07-12 at 19:17:05, iter: 18, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94 best obj: 834.64(10) mean: 871.74, max: 877.89
Date: 07-12 at 19:17:52, iter: 19, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94 best obj: 834.64(10) mean: 871.74, max: 877.89
Date: 07-12 at 19:18:42, iter: 20, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94 best obj: 834.64(10) mean: 871.74, max: 877.89
Date: 07-12 at 19:19:41, iter: 21, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94 best obj: 834.64(10) mean: 872.12, max: 877.89
Date: 07-12 at 19:20:28, iter: 22, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94 best obj: 834.64(10) mean: 872.12, max: 877.89
Date: 07-12 at 19:21:16, iter: 23, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94 best obj: 834.64(10) mean: 872.12, max: 877.89
Date: 07-12 at 19:22:05, iter: 24, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94 best obj: 834.64(10) mean: 872.12, max: 877.89
Date: 07-12 at 19:22:53, iter: 25, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94 best obj: 834.64(10) mean: 872.12, max: 877.89
