Date: 12-28 at 01:07:07, #particle: 15, iter: 1, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 1684.36(13), mean: 3664.19, max: 4107.67
Date: 12-28 at 01:07:58, #particle: 15, iter: 2, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 1339.06(13), mean: 3378.26, max: 4008.44
Date: 12-28 at 01:08:49, #particle: 15, iter: 3, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 1308.96(13), mean: 3278.08, max: 3848.79
Date: 12-28 at 01:09:37, #particle: 15, iter: 4, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 1264.73(13), mean: 2995.37, max: 3717.78
Date: 12-28 at 01:10:29, #particle: 15, iter: 5, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 1219.90(13), mean: 2907.79, max: 3639.74
Date: 12-28 at 01:11:24, #particle: 15, iter: 6, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 1219.90(13), mean: 2458.52, max: 3490.57
Date: 12-28 at 01:12:18, #particle: 15, iter: 7, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 1219.90(13), mean: 2211.78, max: 3508.82
Date: 12-28 at 01:13:12, #particle: 15, iter: 8, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 1219.90(13), mean: 2017.77, max: 3530.49
Date: 12-28 at 01:14:08, #particle: 15, iter: 9, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 1084.80(14), mean: 1357.59, max: 2916.13
Date: 12-28 at 01:15:02, #particle: 15, iter: 10, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 1043.83(13), mean: 1263.43, max: 1421.41
Date: 12-28 at 01:15:59, #particle: 15, iter: 11, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 1043.83(13), mean: 1225.53, max: 1426.28
Date: 12-28 at 01:16:53, #particle: 15, iter: 12, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 1043.83(13), mean: 1221.92, max: 1377.84
Date: 12-28 at 01:17:48, #particle: 15, iter: 13, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 1043.83(13), mean: 1198.49, max: 1408.20
Date: 12-28 at 01:18:46, #particle: 15, iter: 14, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 1007.18(13), mean: 1125.05, max: 1245.61
Date: 12-28 at 01:19:42, #particle: 15, iter: 15, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 972.22(13), mean: 1061.77, max: 1158.69
Date: 12-28 at 01:20:38, #particle: 15, iter: 16, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 925.72(12), mean: 1060.38, max: 1191.30
