Date: 12-28 at 02:33:24, #particle: 15, iter: 1, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 1674.43(13), mean: 3659.34, max: 4086.79
Date: 12-28 at 02:34:14, #particle: 15, iter: 2, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 1443.52(13), mean: 3457.93, max: 3807.15
Date: 12-28 at 02:35:03, #particle: 15, iter: 3, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 1337.97(12), mean: 3214.09, max: 3561.85
Date: 12-28 at 02:35:53, #particle: 15, iter: 4, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 1228.44(12), mean: 2904.09, max: 3410.09
Date: 12-28 at 02:36:45, #particle: 15, iter: 5, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 1212.87(12), mean: 2267.71, max: 3096.66
Date: 12-28 at 02:37:37, #particle: 15, iter: 6, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 1082.05(14), mean: 1769.85, max: 2685.41
Date: 12-28 at 02:38:34, #particle: 15, iter: 7, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 953.53(12), mean: 1738.85, max: 2667.78
Date: 12-28 at 02:39:28, #particle: 15, iter: 8, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 929.31(12), mean: 1382.57, max: 2443.38
Date: 12-28 at 02:40:26, #particle: 15, iter: 9, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 929.31(12), mean: 1287.03, max: 2389.45
Date: 12-28 at 02:41:23, #particle: 15, iter: 10, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 929.31(12), mean: 1150.54, max: 2085.42
Date: 12-28 at 02:42:16, #particle: 15, iter: 11, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 929.31(12), mean: 1043.73, max: 1193.87
Date: 12-28 at 02:43:13, #particle: 15, iter: 12, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 929.31(12), mean: 1016.04, max: 1149.84
Date: 12-28 at 02:44:06, #particle: 15, iter: 13, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 900.20(12), mean: 985.40, max: 1075.40
Date: 12-28 at 02:44:56, #particle: 15, iter: 14, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 892.41(12), mean: 972.44, max: 1087.40
Date: 12-28 at 02:45:49, #particle: 15, iter: 15, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 892.41(12), mean: 961.16, max: 1039.89
Date: 12-28 at 02:46:40, #particle: 15, iter: 16, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 892.41(12), mean: 987.91, max: 1073.23
Date: 12-28 at 02:47:29, #particle: 15, iter: 17, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 863.88(11), mean: 958.09, max: 1019.81
Date: 12-28 at 02:48:23, #particle: 15, iter: 18, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 863.60(11), mean: 970.92, max: 1051.00
Date: 12-28 at 02:49:11, #particle: 15, iter: 19, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 859.06(11), mean: 925.04, max: 971.82
Date: 12-28 at 02:49:58, #particle: 15, iter: 20, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 859.06(11), mean: 908.06, max: 956.31
Date: 12-28 at 02:50:49, #particle: 15, iter: 21, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 859.06(11), mean: 897.78, max: 956.31
Date: 12-28 at 02:51:40, #particle: 15, iter: 22, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 828.94(11), mean: 877.25, max: 956.31
Date: 12-28 at 02:52:29, #particle: 15, iter: 23, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 828.94(10), mean: 870.05, max: 932.34
Date: 12-28 at 02:53:20, #particle: 15, iter: 24, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 828.94(10), mean: 833.09, max: 891.26
Date: 12-28 at 02:54:08, #particle: 15, iter: 25, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 828.94(10), mean: 833.09, max: 891.26
Date: 12-28 at 02:54:59, #particle: 15, iter: 26, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 828.94(10), mean: 833.09, max: 891.26
Date: 12-28 at 02:55:47, #particle: 15, iter: 27, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 828.94(10), mean: 833.09, max: 891.26
Date: 12-28 at 02:56:33, #particle: 15, iter: 28, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 828.94(10), mean: 828.94, max: 828.94
Date: 12-28 at 02:57:21, #particle: 15, iter: 29, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 828.94(10), mean: 828.94, max: 828.94
Date: 12-28 at 02:58:09, #particle: 15, iter: 30, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 828.94(10), mean: 828.94, max: 828.94
Date: 12-28 at 02:58:55, #particle: 15, iter: 31, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 828.94(10), mean: 828.94, max: 828.94
Date: 12-28 at 02:59:46, #particle: 15, iter: 32, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 828.94(10), mean: 828.94, max: 828.94
